J_day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
610,20.15,2.22913,0.05,6.29375,9.7626,0.58,4.66477,5.82115,0.05,10.3699,0.05,0.05,8.42818,0.997707,4.34454,0.05,4.33528,0.255,0.259387,0.05,0.05,0.05,0.05,177.64,0.05,12.285,1.85,2.76,0.25,0.36,19.83,8.34072,-9.5,4.545,19.4576,36.7607,12.834,0.05,0.6,25.2767,0.05,0.579631,32.821,1.34797,0.05,12.8149,4.15163,0.05,0.05,0.05,7.81652,6.32608,8.7217,3.57367,0.13252,0.812054,0.05,0.252333,0.883308,0.403843,0.496914,0.05,1.063,0.05,0.05,0.224793,0.05,0.170486,0.28,13.4382,0.05,8.73732,5.90608,5.20571,6.255,12.2277,0.05,38.6892,17.215,0.53,8.54226,8.90295,14.1163,6.77787,11.8924,2.74769,12.3868,8.04727,2.21689,1.88041,13.6836,28.5374,0.39,6.72948,10.0575,2.46,0.395,2.63786,9.32517,0.05,0.05,11.8715,3.8514,2.88152,10.8675,0.81,1.63641,1.66622,3.96949,0.965,3.08254,12.5392,0.4,2.93476,5.69,0.05,3.32708,4.52862,0.655,0.05,3.6321,0.05,3.57827,1.76299,0.42,1.33644,6.595,4.22988,4.485,2.11908,14.94,1.42615,0.05,1.51678,2.0026,0.05,1.91984,0.05,7.505,1.69547,2.05862,0.852942,5.73551,82.475,0.05,0.385078,1.6,0.34172,0.05,0.05,0.346408,0.260944,0.05,3.435,0.05,1.38508,0.579326,0.34,0.05,0.442901,1.77,0.358848,0.955447,1.78033,0.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
611,18.32,2.96196,0.05,8.36283,12.9721,0.585,6.19833,7.73486,0.05,13.779,0.05,0.05,11.199,1.32571,3.98519,0.05,5.76052,0.25,0.259387,0.05,0.05,0.05,0.05,195.45,0.05,18.905,2.11,2.87,0.26,0.37,4.72979,1.9894,-9.5,4.5,16.7435,31.6329,11.0438,0.05,0.61,21.7509,0.05,0.555496,28.2428,1.32307,0.05,36.0181,11.6687,0.05,0.05,0.05,21.9695,17.7804,24.5136,10.0443,0.101502,0.531549,0.05,0.170669,0.57819,0.264345,0.325267,0.05,0.695813,0.05,0.05,0.15477,0.05,0.12342,0.28,17.856,0.05,11.6097,7.84772,6.9171,6.12,16.2476,0.05,31.4488,17.045,0.565,6.94364,7.23682,11.4745,5.50944,9.66679,3.74321,10.0687,6.54128,3.02009,2.5617,12.5518,26.1771,0.395,6.17287,9.22559,3.275,0.345,3.79652,13.4212,0.05,0.05,17.086,5.5431,4.14721,15.641,0.79,1.53396,1.56191,3.72098,1.005,2.88955,2.99082,0.395,3.09178,5.53,0.05,3.50509,4.77092,0.73,0.05,3.82643,0.05,3.76972,1.85732,0.43,1.40795,6.645,4.4562,5.14,2.23245,12.856,1.36676,0.05,1.45363,1.91921,0.05,1.8399,0.05,7.51,1.66415,2.02059,0.837187,16.1205,162.91,0.05,0.0767598,1.63,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,3.445,0.05,0.906639,0.379212,0.335,0.05,0.289911,1.75,0.234893,1.00657,1.87558,0.295,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
612,18.305,2.1139,0.05,5.96841,9.25794,0.595,4.42364,5.52023,0.05,9.83386,0.05,0.05,7.9925,0.946132,2.67074,0.05,4.11118,0.245,0.259387,0.05,0.05,0.05,0.05,143.12,0.05,45.06,2.11,2.795,0.25,0.375,0.146131,0.0614644,-9.5,4.41,7.64872,14.4505,5.04498,0.05,0.61,9.93619,0.05,0.478809,12.9018,1.45436,0.05,52.5296,17.018,0.05,0.05,0.05,32.0407,25.9313,35.7512,14.6489,0.05,0.101186,0.05,0.05,0.110065,0.0562118,0.063405,0.05,0.132456,0.05,0.05,0.05,0.05,0.05,0.28,12.7435,0.05,8.28566,5.60078,4.93661,6.12,11.5956,0.05,19.7365,16.955,0.51,4.35764,4.54164,7.20111,3.45758,6.06662,3.25749,6.31883,4.10513,2.62821,2.2293,8.41178,17.543,0.385,4.13685,6.18268,1.565,0.34,2.5691,9.08211,0.05,0.05,11.5621,3.75102,2.80642,10.5843,0.79,1.34007,1.36448,3.25064,0.93,2.52431,0.0924042,0.38,2.57599,5.165,0.05,2.92036,3.97501,0.575,0.05,3.18809,0.05,3.14084,1.54747,0.435,1.17307,6.655,3.7128,4.88,1.86003,5.87285,1.17808,0.05,1.25295,1.65426,0.05,1.5859,0.05,7.505,1.82928,2.2211,0.920261,23.5104,306.095,0.05,0.0767598,1.62,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,3.4,0.05,0.172589,0.0721873,0.355,0.05,0.0592305,1.755,0.0527343,0.838647,1.56269,0.28,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
613,18.305,1.44998,0.05,4.09389,6.35027,0.565,3.03429,3.78647,0.05,6.7453,0.05,0.05,5.48227,0.648977,2.05132,0.05,2.81997,0.245,0.259387,0.05,0.05,0.05,0.05,79.495,0.05,74.99,1.92,2.65,0.24,0.38,0.146131,0.0614644,-9.5,4.215,3.6323,6.86239,2.39581,0.05,0.58,4.7186,0.05,0.475694,6.12694,1.31855,0.05,66.119,21.4205,0.05,0.05,0.05,40.3297,32.6397,45,18.4385,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.28,8.74113,0.05,5.68336,3.84172,3.38615,6.125,7.95375,0.05,13.8475,22.125,0.455,3.05742,3.18651,5.05246,2.42591,4.25648,3.38193,4.43343,2.88025,2.72861,2.31446,6.46084,13.4742,0.38,3.17739,4.74873,0.755,0.345,1.70807,6.03823,0.05,0.05,7.68704,2.49386,1.86584,7.03695,0.79,1.28094,1.30427,3.10721,0.87,2.41293,0.0924042,0.42,1.96493,5.08,0.05,2.22761,3.03208,0.505,0.05,2.43183,0.05,2.39579,1.18039,0.435,0.894799,6.645,2.83207,4.09,1.4188,2.78896,1.17042,0.05,1.2448,1.6435,0.05,1.57558,0.05,7.495,1.65845,2.01368,0.834322,29.5926,371.025,0.05,0.0767598,1.585,0.0681169,0.05,0.05,0.0690513,0.0520154,0.05,3.375,0.05,0.13108,0.0548258,0.36,0.05,0.05,1.73,0.05,0.639708,1.192,0.28,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
614,18.315,1.50785,0.05,4.25728,6.60371,0.545,3.15539,3.93759,0.05,7.01451,0.05,0.05,5.70107,0.674878,1.84867,0.05,2.93251,0.245,0.259387,0.05,0.05,0.05,0.05,67.275,0.05,57.84,1.785,2.51,0.245,0.375,0.146131,0.0614644,-9.5,4.36,3.06743,5.79519,2.02323,0.05,0.575,3.98479,0.05,0.70887,5.17412,0.976742,0.05,67.1686,21.7606,0.05,0.05,0.05,40.9699,33.1579,45.7144,18.7312,0.124704,0.649387,0.05,0.214847,0.706368,0.328838,0.398861,0.05,0.850066,0.05,0.05,0.194127,0.05,0.153268,0.28,9.08999,0.05,5.91018,3.99505,3.52129,6.125,8.27119,0.05,8.81126,37.24,0.44,1.94545,2.0276,3.21491,1.54362,2.70842,3.38193,2.82102,1.83272,2.72861,2.31446,5.82258,12.1431,0.38,2.8635,4.27961,0.755,0.35,1.35219,4.78018,0.05,0.05,6.08546,1.97427,1.4771,5.57081,0.79,1.35038,1.37498,3.27566,0.82,2.54374,0.0924042,0.45,2.21626,5.185,0.05,2.51253,3.41991,0.48,0.05,2.74288,0.05,2.70223,1.33137,0.435,1.00925,6.64,3.19431,3.39,1.60028,2.35524,1.74413,0.05,1.85498,2.44912,0.05,2.3479,0.05,7.505,1.22854,1.49168,0.618043,30.0624,278.805,0.05,8.06745,1.56,7.15909,0.05,0.05,7.2573,5.46682,0.05,3.305,0.05,1.10763,0.463278,0.355,0.05,0.358223,1.74,0.294985,0.721531,1.34446,0.255,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
615,18.3,1.09336,0.05,3.087,4.78843,0.55,2.28801,2.8552,0.05,5.0863,0.05,0.05,4.13391,0.489362,17.2295,0.05,2.1264,0.245,89.3848,0.05,13.9999,0.05,0.05,151.965,0.05,50.72,1.76,2.505,0.24,0.37,63.421,26.6755,-9.5,4.795,2.30229,4.34122,1.52707,0.05,0.615,2.98504,0.05,14.1653,3.87597,19.3458,0.05,104.903,33.9852,0.05,0.05,0.05,63.9861,51.7853,71.3958,29.2541,11.2235,68.7748,0.05,21.3707,74.8095,34.2025,42.0849,0.05,90.0282,0.05,0.05,19.0383,0.05,14.4389,0.285,6.59126,0.05,4.28554,2.89685,2.55333,6.145,5.99753,0.05,19.1226,46.15,0.43,4.22211,4.40039,6.97714,3.35004,5.87794,3.49232,6.1223,3.97746,2.81767,2.39001,54.2662,113.173,0.375,26.6877,39.8858,0.755,0.35,4.51686,15.9677,0.05,0.05,20.3278,6.59483,4.93409,18.6087,0.795,37.3513,38.0318,90.6044,0.87,70.3595,40.1034,0.4,35.3119,4.88,0.05,40.0324,54.4897,0.45,0.05,43.7026,0.05,43.0549,21.2129,0.43,16.0805,6.585,50.8952,3.39,25.4974,1.77355,34.8529,0.05,37.068,48.9407,0.05,46.9181,0.05,7.51,24.333,29.5449,12.2413,46.9509,375.525,0.05,27.8983,1.58,24.7571,0.05,0.05,25.0967,18.905,0.05,3.25,0.05,117.306,49.0645,0.35,0.05,37.5103,1.735,30.3917,11.4962,21.4214,0.235,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
616,18.29,1.50717,0.05,4.25536,6.60074,0.59,3.15397,3.93582,0.05,7.01135,0.05,0.05,5.6985,0.674574,21.8214,0.05,2.93119,0.24,89.3848,0.05,13.9999,0.05,0.05,185.39,0.05,81.25,1.945,2.65,0.24,0.375,77.5812,32.6314,-9.5,5.255,37.1888,70.2512,24.5377,0.05,0.625,48.3049,0.05,17.67,62.7223,25.6285,0.05,167.793,54.3598,0.05,0.05,0.05,102.347,82.8313,114.199,46.7923,17.8347,109.287,0.05,33.9591,118.876,54.3494,66.8749,0.05,143.059,0.05,0.05,30.2528,0.05,22.9441,0.29,9.0859,0.05,5.90752,3.99325,3.51971,6.185,8.26746,0.05,38.4734,39.04,0.485,8.49461,8.85328,14.0375,6.74006,11.826,7.35997,12.3177,8.00238,5.93816,5.03687,68.729,143.336,0.375,33.8004,50.5159,61.595,0.355,10.807,38.2043,0.05,0.05,48.6364,15.7788,11.8053,44.5232,0.81,45.5409,46.3706,110.47,0.925,85.7865,49.0574,0.375,46.7262,4.215,0.05,52.9726,72.1031,0.42,0.05,57.8291,0.05,56.972,28.0698,0.435,21.2784,6.615,67.3467,3.965,33.7392,28.5602,43.4759,0.05,46.239,61.0491,0.05,58.5261,0.05,7.51,32.2352,39.1397,16.2166,75.0985,483.21,0.05,50.0934,1.595,44.4531,0.05,0.05,45.0629,33.9453,0.05,3.205,0.05,186.405,77.9659,0.35,0.05,59.6058,1.725,48.2939,15.2123,28.3457,0.265,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
617,18.295,2.05999,0.05,5.81621,9.02186,0.625,4.31083,5.37946,0.05,9.58308,0.05,0.05,7.78868,0.922005,8.03005,0.05,4.00634,0.24,0.259387,0.05,0.05,0.05,0.05,160.265,0.05,51.82,1.845,2.7,0.245,0.375,24.8009,10.4315,-9.5,5.25,53.6033,101.271,35.356,0.05,0.615,69.6342,0.05,6.30276,90.4177,8.73409,0.05,115.622,37.458,0.05,0.05,0.05,70.5245,57.077,78.6914,32.2434,7.12851,43.6818,0.05,13.5734,47.5147,21.7234,26.7299,0.05,57.1808,0.05,0.05,12.092,0.05,9.17076,0.3,12.4186,0.05,8.07437,5.45795,4.81072,6.215,11.2999,0.05,35.3335,25.13,0.485,7.80134,8.13074,12.8919,6.18998,10.8609,8.77496,11.3124,7.34928,7.07981,6.00523,25.2915,52.746,0.385,12.4382,18.5893,70.75,0.36,8.73387,30.8753,0.05,0.05,39.3062,12.7519,9.54064,35.9821,0.82,12.1685,12.3902,29.5176,0.885,22.9222,15.6825,0.38,16.4136,3.865,0.05,18.6078,25.3279,0.41,0.05,20.3138,0.05,20.0127,9.86014,0.45,7.47452,6.565,23.6571,3.925,11.8517,41.1578,15.5075,0.05,16.4931,21.7758,0.05,20.8758,0.05,7.5,10.9857,13.3387,5.52658,51.7485,318.625,0.05,47.0538,1.575,41.7557,0.05,0.05,42.3285,31.8855,0.05,3.46,0.05,74.5061,31.163,0.355,0.05,23.8244,1.73,19.3031,5.34366,9.95708,0.28,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
618,18.305,1.30814,0.05,3.6934,5.72905,0.62,2.73746,3.41606,0.05,6.08544,0.05,0.05,4.94596,0.585491,4.15955,0.05,2.5441,0.24,0.259387,0.05,0.05,0.05,0.05,144.98,0.05,0.3,1.535,2.645,0.23,0.37,15.9113,6.69245,-9.5,4.895,30.2217,57.0969,19.9338,0.05,0.61,39.26,0.05,3.82697,50.9778,2.98908,0.05,38.6663,12.5267,0.05,0.05,0.05,23.5848,19.0877,26.316,10.7828,0.492248,3.01638,0.05,0.937293,3.28106,1.50008,1.84579,0.05,3.94853,0.05,0.05,0.834997,0.05,0.633273,0.33,7.88603,0.05,5.12738,3.4659,3.0549,6.225,7.17567,0.05,20.2601,17.295,0.425,4.47325,4.66213,7.39216,3.54931,6.22757,4.75478,6.48647,4.21404,3.83625,3.25398,13.1009,27.3223,0.395,6.44294,9.62923,10.245,0.36,2.90429,10.267,0.05,0.05,13.0706,4.2404,3.17256,11.9652,0.82,5.31488,5.41171,12.8925,0.835,10.0118,10.0613,0.38,4.98476,3.855,0.05,5.65113,7.69198,0.41,0.05,6.16922,0.05,6.07779,2.99449,0.43,2.26998,6.405,7.18457,3.43,3.5993,23.2049,9.41601,0.05,10.0144,13.222,0.05,12.6756,0.05,7.5,3.75964,4.56491,1.89137,17.3057,182.61,0.05,26.4847,1.58,23.5026,0.05,0.05,23.825,17.9471,0.05,4.06,0.05,5.1449,2.15191,0.355,0.05,1.64516,1.71,1.33294,1.62285,3.02393,0.265,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
619,18.305,0.92224,0.05,2.60386,4.039,0.62,1.92992,2.40834,0.05,4.29026,0.05,0.05,3.48692,0.412773,2.81115,0.05,1.7936,0.245,0.259387,0.05,0.05,0.05,0.05,82.92,0.05,0.3,1.465,2.575,0.215,0.37,17.7257,7.45563,-9.5,4.74,23.5576,44.5065,15.5382,0.05,0.6,30.6028,0.05,2.34655,39.7368,1.88897,0.05,29.2195,9.4662,0.05,0.05,0.05,17.8226,14.4242,19.8865,8.14839,0.148824,0.911959,0.05,0.283377,0.99198,0.453527,0.558049,0.05,1.19378,0.05,0.05,0.252449,0.05,0.191461,0.35,5.55968,0.05,3.61482,2.44348,2.15372,6.23,5.05888,0.05,13.4495,17.315,0.425,2.96954,3.09492,4.90724,2.35619,4.13413,2.55702,4.306,2.79746,2.06305,1.74992,8.85402,18.4653,0.4,4.35434,6.50772,1.085,0.36,1.83953,6.50297,0.05,0.05,8.27869,2.6858,2.00945,7.57856,0.825,3.53684,3.60127,8.57943,0.81,6.66242,11.2086,0.38,2.57162,3.87,0.05,2.9154,3.96826,0.405,0.05,3.18268,0.05,3.13551,1.54485,0.425,1.17108,6.215,3.70649,3.27,1.85687,18.088,5.77354,0.05,6.14048,8.10724,0.05,7.77219,0.05,7.515,2.37593,2.88483,1.19526,13.0776,149.035,0.05,12.0347,1.555,10.6796,0.05,0.05,10.8261,8.15515,0.05,4.4,0.05,1.55549,0.650599,0.345,0.05,0.49739,1.665,0.402996,0.837223,1.56003,0.26,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
620,18.29,0.686683,0.05,1.93879,3.00737,0.605,1.43698,1.7932,0.05,3.19445,0.05,0.05,2.5963,0.307343,2.05714,0.05,1.33548,0.25,0.259387,0.05,0.05,0.05,0.05,36.595,0.05,1.775,1.45,2.52,0.215,0.365,19.7156,8.29257,-9.5,4.55,17.8541,33.7311,11.7763,0.05,0.575,23.1936,0.05,1.53374,30.1161,1.66488,0.05,37.4693,12.1389,0.05,0.05,0.05,22.8547,18.4968,25.5013,10.449,0.0992031,0.493124,0.05,0.16629,0.536394,0.251127,0.303241,0.05,0.645514,0.05,0.05,0.15087,0.05,0.120462,0.35,4.13964,0.05,2.69153,1.81937,1.60362,6.24,3.76675,0.05,10.5236,17.34,0.42,2.32353,2.42164,3.83969,1.84361,3.23477,2.37638,3.36925,2.18889,1.91731,1.6263,6.4792,13.5125,0.4,3.18642,4.76222,0.75,0.36,1.34805,4.76555,0.05,0.05,6.06683,1.96823,1.47258,5.55376,0.83,2.69732,2.74646,6.54298,0.8,5.081,12.4669,0.38,2.06799,3.78,0.05,2.34444,3.19111,0.4,0.05,2.55938,0.05,2.52145,1.2423,0.45,0.941731,6.055,2.98061,3.085,1.49322,13.7088,3.77368,0.05,4.01352,5.29902,0.05,5.08003,0.05,7.515,2.09406,2.54259,1.05347,16.77,148.545,0.05,3.54374,1.52,3.14473,0.05,0.05,3.18787,2.40138,0.05,4.445,0.05,0.841099,0.351799,0.35,0.05,0.272996,1.625,0.225932,0.67326,1.25451,0.26,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
621,18.3,0.653332,0.05,1.84462,2.8613,0.565,1.36719,1.70611,0.05,3.0393,0.05,0.05,2.4702,0.292416,1.57042,0.05,1.27062,0.245,0.259387,0.05,0.05,0.05,0.05,20.515,0.05,8.125,1.465,2.475,0.22,0.355,10.7772,4.533,-9.5,4.49,15.4638,29.2153,10.1997,0.05,0.56,20.0885,0.05,1.21921,26.0843,1.40569,0.05,39.8568,12.9124,0.05,0.05,0.05,24.3109,19.6754,27.1262,11.1148,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.35,3.93858,0.05,2.56081,1.731,1.52573,6.24,3.5838,0.05,8.74758,17.365,0.42,1.93139,2.01294,3.19167,1.53247,2.68885,2.05525,2.80063,1.81947,1.65822,1.40653,4.9462,10.3154,0.395,2.4325,3.63547,0.755,0.36,1.06476,3.76405,0.05,0.05,4.79187,1.5546,1.16311,4.38662,0.83,2.20296,2.2431,5.3438,0.785,4.14977,6.81481,0.38,1.61395,3.735,0.05,1.8297,2.49048,0.4,0.05,1.99745,0.05,1.96784,0.969544,0.445,0.734966,6.005,2.32619,2.835,1.16537,11.8735,2.99979,0.05,3.19044,4.21232,0.05,4.03824,0.05,7.5,1.76807,2.14677,0.889466,17.8386,147.995,0.05,1.6836,1.57,1.49403,0.05,0.05,1.51453,1.14087,0.05,4.47,0.05,0.13108,0.0548258,0.355,0.05,0.05,1.63,0.05,0.52544,0.979076,0.26,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
622,18.315,0.725075,0.05,2.04718,3.17551,0.54,1.51732,1.89346,0.05,3.37305,0.05,0.05,2.74145,0.324526,1.25548,0.05,1.41015,0.235,0.259387,0.05,0.05,0.05,0.05,20.45,0.05,6.925,1.435,2.425,0.205,0.355,7.91058,3.32727,-9.5,5.175,13.6836,25.852,9.02551,0.05,0.57,17.7759,0.05,1.03275,23.0814,1.15557,0.05,35.5617,11.5209,0.05,0.05,0.05,21.6911,17.5551,24.203,9.91705,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.35,4.37108,0.05,2.84201,1.92108,1.69327,6.275,3.97734,0.05,7.36778,17.4,0.415,1.62674,1.69543,2.68823,1.29074,2.26472,1.35879,2.35887,1.53248,1.0963,0.929905,3.95426,8.2467,0.39,1.94467,2.90639,0.765,0.36,0.827613,2.92572,0.05,0.05,3.72462,1.20836,0.904062,3.40963,0.815,1.88256,1.91685,4.56658,0.765,3.54621,5.00215,0.375,1.40199,3.78,0.05,1.58941,2.16342,0.4,0.05,1.73513,0.05,1.70942,0.842218,0.44,0.638447,5.995,2.0207,2.8,1.01233,10.5066,2.54101,0.05,2.7025,3.5681,0.05,3.42064,0.05,7.495,1.45346,1.76478,0.731195,15.9162,147.37,0.05,0.711307,1.59,0.631217,0.05,0.05,0.639876,0.48201,0.05,4.425,0.05,0.13108,0.0548258,0.35,0.05,0.05,1.695,0.05,0.456437,0.850499,0.25,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
623,26.13,0.493424,0.05,1.39314,2.16098,0.57,1.03256,1.28853,0.05,2.29541,0.05,0.05,1.8656,0.220845,1.00706,0.05,0.959627,0.235,0.259387,0.05,0.05,0.05,0.05,27.71,0.05,2.545,1.405,2.435,0.185,0.36,5.73079,2.41043,-9.5,5.35,11.2687,21.2896,7.43266,0.05,0.59,14.6388,0.05,0.907012,19.008,0.940525,0.05,15.6014,5.05436,0.05,0.05,0.05,9.51615,7.70163,10.6181,4.35073,0.05,0.15242,0.05,0.0604221,0.165794,0.0816909,0.0947561,0.05,0.199522,0.05,0.05,0.0565561,0.05,0.05,0.35,2.97458,0.05,1.93403,1.30733,1.1523,9.98,2.70664,0.05,6.73095,16.485,0.42,1.48614,1.54889,2.45588,1.17918,2.06897,1.18618,2.15498,1.40002,0.957037,0.811778,3.17183,6.61493,0.39,1.55988,2.3313,0.765,0.36,0.638854,2.25843,0.05,0.05,2.87512,0.932758,0.697866,2.63197,0.805,1.66047,1.69072,4.02786,0.76,3.12787,3.62378,0.365,1.20171,4.025,0.05,1.36236,1.85436,0.4,0.05,1.48725,0.05,1.46521,0.721901,0.44,0.54724,5.965,1.73203,3.01,0.867708,8.65235,2.23164,0.05,2.37348,3.13369,0.05,3.00418,0.05,7.505,1.18298,1.43637,0.595126,6.98264,108.49,0.05,10.9421,1.585,9.71006,0.05,0.05,9.84327,7.4148,0.05,4.34,0.05,0.259976,0.108738,0.345,0.05,0.0871737,1.98,0.0753745,0.391231,0.728999,0.23,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
624,33.945,0.302034,0.05,0.852766,1.32278,0.595,0.63205,0.788731,0.05,1.40506,0.05,0.05,1.14197,0.135183,0.798582,0.05,0.587406,0.24,0.259387,0.05,0.05,0.05,0.05,22.835,0.05,3.64,1.41,2.455,0.195,0.35,3.73366,1.57042,-9.5,5.26,6.71137,12.6796,4.42672,0.05,0.585,8.71851,0.05,0.834606,11.3207,0.810368,0.05,1.7968,0.582107,0.05,0.05,0.05,1.09597,0.88699,1.22288,0.50107,0.05,0.15242,0.05,0.0604221,0.165794,0.0816909,0.0947561,0.05,0.199522,0.05,0.05,0.0565561,0.05,0.05,0.325,1.8208,0.05,1.18386,0.800239,0.705343,13.57,1.65678,0.05,5.78455,16.47,0.455,1.27718,1.33111,2.11057,1.01338,1.77806,0.98347,1.85198,1.20317,0.793483,0.673048,2.51522,5.24555,0.385,1.23696,1.84869,0.76,0.36,0.530627,1.87584,0.05,0.05,2.38805,0.774742,0.579643,2.1861,0.805,1.46658,1.4933,3.55753,0.775,2.76263,2.36093,0.365,0.829821,5.13,0.05,0.940753,1.2805,0.4,0.05,1.027,0.05,1.01178,0.498497,0.445,0.377888,5.91,1.19603,3.165,0.599182,5.15314,2.0535,0.05,2.18401,2.88353,0.05,2.76436,0.05,7.5,1.01927,1.23759,0.512768,0.804185,50.865,0.05,16.1106,1.575,14.2966,0.05,0.05,14.4927,10.9172,0.05,4.32,0.05,0.259976,0.108738,0.345,0.05,0.0871737,2.365,0.0753745,0.270159,0.503398,0.225,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
625,33.94,0.414943,0.05,1.17155,1.81727,0.58,0.868328,1.08358,0.05,1.93031,0.05,0.05,1.56887,0.185719,0.669999,0.05,0.806995,0.235,0.259387,0.05,0.05,0.05,0.05,23.47,0.05,1.67,1.36,2.38,0.195,0.345,5.78924,2.43501,-9.5,5.565,2.25196,4.25455,1.48536,0.05,0.575,2.92544,0.05,0.748966,3.79859,0.74246,0.05,2.9977,0.971163,0.05,0.05,0.05,1.82847,1.47982,2.04021,0.835966,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.29,2.50146,0.05,1.62642,1.09939,0.96902,13.5,2.27614,0.05,4.78508,17.37,0.485,1.0565,1.10111,1.7459,0.838285,1.47084,0.724556,1.53199,0.995284,0.584586,0.495858,2.11023,4.40094,0.385,1.0378,1.55103,0.765,0.36,0.468875,1.65753,0.05,0.05,2.11014,0.68458,0.512186,1.93169,0.8,1.32838,1.35258,3.22229,0.82,2.50229,3.66075,0.37,0.497795,6.265,0.05,0.564341,0.768148,0.4,0.05,0.61608,0.05,0.606949,0.29904,0.455,0.226688,5.91,0.717476,3.125,0.359439,1.7291,1.84278,0.05,1.9599,2.58765,0.05,2.4807,0.05,7.49,0.933859,1.13388,0.469798,1.34167,31.905,0.05,7.11435,1.57,6.3133,0.05,0.05,6.39991,4.82096,0.05,11.435,0.05,0.13108,0.0548258,0.345,0.05,0.05,2.435,0.05,0.162063,0.30198,0.23,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
626,33.935,0.502711,0.05,1.41936,2.20165,0.58,1.05199,1.31278,0.05,2.33861,0.05,0.05,1.90071,0.225002,0.604851,0.05,0.977688,0.235,0.259387,0.05,0.05,0.05,0.05,31.31,0.05,0.3,1.45,2.53,0.2,0.355,7.32119,3.07937,-9.5,5.365,1.86168,3.51721,1.22794,0.05,0.58,2.41845,0.05,0.670332,3.14027,0.662102,0.05,7.9578,2.57808,0.05,0.05,0.05,4.85391,3.92838,5.41601,2.21918,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.28,3.03057,0.05,1.97043,1.33193,1.17399,13.495,2.75758,0.05,4.45251,17.38,0.49,0.983076,1.02459,1.62456,0.780023,1.36862,0.64628,1.42552,0.926111,0.521431,0.442288,1.90504,3.97301,0.39,0.936885,1.40021,0.765,0.36,0.419218,1.48199,0.05,0.05,1.88666,0.612079,0.457942,1.72711,0.8,1.23762,1.26017,3.00213,0.89,2.33133,4.62945,0.37,0.225285,6.88,0.05,0.252059,0.334059,0.415,0.05,0.272876,0.05,0.269202,0.145317,0.455,0.116207,6.07,0.313672,3.31,0.169618,1.42944,1.64931,0.05,1.75413,2.31597,0.05,2.22026,0.05,7.49,0.832786,1.01116,0.418951,3.56164,31.975,0.05,2.977,1.64,2.6418,0.05,0.05,2.67804,2.01733,0.05,25.87,0.05,0.13108,0.0548258,0.345,0.05,0.05,2.345,0.05,0.0902052,0.1465,0.235,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
