J_day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
167,79.965,0.591273,0.3,1.4216,2.20512,0.535,1.07343,1.31485,0.3,2.3423,0.3,0.3,1.90371,0.347504,0.3,0.3,1.0082,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.32,2.07,0.3,0.345,21.2256,8.9277,-9.5,4.16,8.67644,16.3921,5.72285,0.3,0.58,11.2713,0.3,0.301428,14.6354,0.3,0.3,0.783703,0.3553,0.3,0.3,0.3,0.536531,0.462828,0.581293,0.32672,0.3,0.352373,0.3,0.3,0.37013,0.3,0.3,0.3,0.414912,0.3,0.3,0.3,0.3,0.3,0.775,3.03535,0.3,1.97354,1.33403,1.18051,15.815,2.76193,0.3,3.2726,5.02,0.465,0.722563,0.753073,1.19405,0.573319,1.00594,0.455607,1.04776,0.680693,0.367593,0.321696,0.857485,1.78831,0.35,0.421705,0.630253,0.775,1.37,0.3,0.642533,0.3,0.3,0.817984,0.3,0.3,0.748807,1.23,0.417352,0.424956,1.01239,0.735,0.786176,13.4217,0.47,0.464039,8.415,0.3,0.50602,0.684882,0.33,0.3,0.549298,0.3,0.541157,0.338652,0.425,0.3,5.615,0.639703,2.95,0.376755,6.66196,0.741327,0.3,0.788443,1.04098,0.3,0.997955,0.3,18.595,0.3,0.3,0.3,0.433624,30.13,0.3,3.52711,1.585,3.12997,0.3,0.3,3.17291,2.39011,0.3,4.84,0.3,0.495178,0.3,0.32,0.3,0.3,3.585,0.3,0.3,0.340507,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
168,79.885,0.859557,0.3,2.42688,3.76448,0.535,1.79875,2.24465,0.3,3.99866,0.3,0.3,3.24992,0.384718,0.3,0.3,1.67169,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.315,2.165,0.3,0.325,25.6656,10.7952,-9.5,4.35,5.04551,9.53231,3.32794,0.3,0.565,6.55445,0.3,0.332181,8.51073,0.498594,0.3,3.00558,1.07512,0.3,0.3,0.3,1.89178,1.55966,2.09348,0.946331,0.3,0.522583,0.3,0.3,0.568438,0.309244,0.345944,0.3,0.684077,0.3,0.3,0.3,0.3,0.3,0.775,5.1818,0.3,3.36913,2.2774,2.00733,15.815,4.71503,0.3,3.13285,5.025,0.465,0.691708,0.720914,1.14306,0.548836,0.962982,0.431522,1.00302,0.651626,0.348161,0.305213,0.784048,1.63515,0.345,0.385589,0.576277,0.775,1.365,0.3,0.561513,0.3,0.3,0.714841,0.3,0.3,0.654387,1.23,0.469607,0.478163,1.13914,0.75,0.88461,16.2293,0.47,0.410079,8.345,0.3,0.444846,0.601616,0.335,0.3,0.482516,0.3,0.475365,0.306237,0.425,0.3,5.65,0.561929,3.165,0.337793,3.87405,0.816993,0.3,0.868917,1.14723,0.3,1.09981,0.3,18.595,0.588458,0.682372,0.370576,1.42806,30.065,0.3,7.40604,1.775,6.57214,0.3,0.3,6.6623,5.01862,0.3,4.915,0.3,0.891346,0.378441,0.32,0.3,0.324645,3.41,0.3,0.3,0.307773,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
169,79.905,0.83787,0.3,2.36565,3.6695,0.535,1.75336,2.18801,0.3,3.89777,0.3,0.3,3.16793,0.375011,0.3,0.3,1.62952,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.31,2.095,0.3,0.33,26.8322,11.2859,-9.5,4.13,2.26702,4.28301,1.49529,0.3,0.565,2.94501,0.3,0.427424,3.824,0.498594,0.3,3.25066,1.07512,0.3,0.3,0.3,1.98276,1.60469,2.21237,0.946331,0.3,0.569975,0.3,0.3,0.619987,0.309244,0.34878,0.3,0.746113,0.3,0.3,0.3,0.3,0.3,0.775,5.05106,0.3,3.28413,2.21994,1.95669,15.805,4.59607,0.3,3.17354,5.03,0.46,0.700691,0.730277,1.15791,0.555964,0.975488,0.401416,1.01604,0.660088,0.332987,0.305213,0.789988,1.64754,0.34,0.38851,0.580643,0.78,1.36,0.3,0.54801,0.3,0.3,0.69765,0.3,0.3,0.63865,1.235,0.546615,0.556573,1.32594,0.715,1.02967,16.9669,0.47,0.464253,8.33,0.3,0.526314,0.716388,0.34,0.3,0.574566,0.3,0.566051,0.306237,0.43,0.3,5.56,0.66913,3.09,0.337793,1.74067,1.05165,0.3,1.11849,1.47673,0.3,1.4157,0.3,18.585,0.588458,0.682372,0.370576,1.45489,30.12,0.3,7.12331,1.8,6.32125,0.3,0.3,6.40796,4.82703,0.3,4.99,0.3,0.972179,0.406625,0.32,0.3,0.324645,3.415,0.3,0.3,0.307773,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
170,80.005,0.892739,0.3,2.52057,3.9098,0.52,1.86818,2.3313,0.3,4.15302,0.3,0.3,3.37538,0.399569,0.3,0.3,1.73623,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.34,2.135,0.3,0.34,33.4714,14.0784,-9.5,4.07,6.22318,11.7573,4.10472,0.3,0.57,8.08432,0.3,0.461291,10.4972,0.329956,0.3,0.545087,0.3,0.3,0.3,0.3,0.390986,0.345035,0.418892,0.3,0.3,0.44061,0.3,0.3,0.479271,0.3,0.302836,0.3,0.576771,0.3,0.3,0.3,0.3,0.3,0.785,5.38183,0.3,3.49919,2.36531,2.08482,15.805,4.89705,0.3,3.01433,5.035,0.455,0.665539,0.693641,1.09982,0.528073,0.926551,0.341204,0.96507,0.626974,0.3,0.3,0.827246,1.72524,0.34,0.406833,0.608028,0.775,1.365,0.3,0.567139,0.3,0.3,0.722003,0.3,0.3,0.660943,1.24,0.566554,0.576876,1.37431,0.735,1.06723,21.1652,0.47,0.468628,8.38,0.3,0.531275,0.723139,0.34,0.3,0.579981,0.3,0.571386,0.308865,0.425,0.3,5.685,0.675436,3.075,0.340952,4.7783,1.13498,0.3,1.20711,1.59374,0.3,1.52788,0.3,18.595,0.376347,0.424828,0.3,0.326827,30.21,0.3,4.17189,1.76,3.70215,0.3,0.3,3.75294,2.82704,0.3,4.92,0.3,0.751527,0.328184,0.32,0.3,0.3,3.42,0.3,0.3,0.310427,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
171,80.005,0.623153,0.3,1.5001,2.32689,0.55,1.14014,1.38745,0.3,2.47163,0.3,0.3,2.00883,0.361772,0.3,0.3,1.0702,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.37,2.185,0.3,0.34,25.5462,10.745,-9.5,4.265,11.6959,22.0968,7.71447,0.3,0.56,15.1938,0.3,0.417692,19.7286,0.329956,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.840232,0.3,0.351787,0.913959,0.472947,0.547375,0.3,1.09989,0.3,0.3,0.329764,0.3,0.3,0.79,3.20295,0.3,2.08251,1.4077,1.25496,15.815,2.91444,0.3,2.7313,5.04,0.46,0.603047,0.62851,0.99655,0.478489,0.839551,0.316588,0.874453,0.568103,0.3,0.3,0.777028,1.62051,0.34,0.382137,0.571118,0.775,1.375,0.3,0.581768,0.3,0.3,0.740626,0.3,0.3,0.677992,1.24,0.546615,0.556573,1.32594,0.735,1.02967,16.1538,0.475,0.414454,8.43,0.3,0.449806,0.558078,0.335,0.3,0.477292,0.3,0.472442,0.308865,0.42,0.3,5.775,0.531159,2.975,0.340952,8.9804,1.02771,0.3,1.09302,1.44311,0.3,1.38347,0.3,18.595,0.376347,0.424828,0.3,0.3,30.29,0.3,2.36804,1.83,2.10141,0.3,0.3,2.13023,1.60468,0.3,4.98,0.3,1.43315,0.613278,0.315,0.3,0.504181,3.425,0.436965,0.3,0.310427,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
172,79.83,0.565906,0.3,1.33846,2.07617,0.575,1.02034,1.23796,0.3,2.20532,0.3,0.3,1.79238,0.33615,0.3,0.3,0.958867,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.345,2.005,0.3,0.34,19.774,8.31716,-9.5,4.405,11.4652,21.6608,7.56228,0.3,0.54,14.894,0.3,0.367865,19.3394,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.09768,0.3,0.351787,1.194,0.545889,0.671696,0.3,1.4369,0.3,0.3,0.329764,0.3,0.3,0.79,2.85784,0.3,1.85813,1.25602,1.12127,15.82,2.60041,0.3,2.40227,5.04,0.46,0.5304,0.552796,0.8765,0.420847,0.738413,0.3,0.769111,0.499666,0.3,0.3,0.623135,1.29956,0.34,0.32394,0.458005,0.78,1.375,0.3,0.531131,0.3,0.3,0.676162,0.3,0.3,0.618979,1.24,0.464794,0.473262,1.12747,0.685,0.875544,12.5038,0.48,0.3,8.46,0.3,0.3,0.348788,0.325,0.3,0.309435,0.3,0.307072,0.3,0.42,0.3,5.465,0.335675,2.595,0.3,8.80323,0.905109,0.3,0.962634,1.27096,0.3,1.21843,0.3,18.58,0.3,0.3,0.3,0.3,30.335,0.3,1.18338,1.785,1.05014,0.3,0.3,1.06454,0.801905,0.3,5.075,0.3,1.87226,0.783095,0.31,0.3,0.598684,3.425,0.485067,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
173,79.715,0.791325,0.3,2.23424,3.46565,0.555,1.65596,2.06646,0.3,3.68124,0.3,0.3,2.99194,0.354179,0.3,0.3,1.53899,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.31,1.985,0.3,0.345,23.9948,10.0925,-9.5,5.135,11.9356,22.5495,7.87254,0.3,0.55,15.5051,0.3,0.316221,20.1329,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.09128,0.3,0.349797,1.18703,0.542704,0.667777,0.3,1.42851,0.3,0.3,0.327991,0.3,0.3,0.79,4.77046,0.3,3.10169,2.09662,1.84799,15.665,4.34075,0.3,2.17938,5.04,0.455,0.481188,0.501506,0.795175,0.381799,0.6699,0.332644,0.69775,0.453305,0.3,0.3,0.48976,1.02141,0.335,0.3,0.359975,0.785,1.37,0.3,0.412977,0.3,0.3,0.525745,0.3,0.3,0.481282,1.245,0.354784,0.361248,0.860611,0.69,0.668315,15.1728,0.48,0.3,8.61,0.3,0.3,0.348788,0.325,0.3,0.309435,0.3,0.307072,0.3,0.42,0.3,5.38,0.335675,2.59,0.3,9.1644,0.771019,0.3,0.820021,1.08267,0.3,1.03792,0.3,18.58,0.3,0.3,0.3,0.3,30.29,0.3,0.471112,1.69,0.434956,0.3,0.3,0.438865,0.367598,0.3,5.06,0.3,1.86134,0.778526,0.31,0.3,0.595191,3.44,0.482237,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
174,79.87,0.717657,0.3,2.02624,3.14302,0.52,1.5018,1.87409,0.3,3.33854,0.3,0.3,2.71341,0.321206,0.3,0.3,1.39572,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.265,2.135,0.3,0.35,25.836,10.8669,-9.5,5.55,12.1513,22.957,8.01479,0.3,0.58,15.7853,0.3,0.3,20.4967,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.792983,0.3,0.349797,0.849401,0.469762,0.543456,0.3,0.991683,0.3,0.3,0.327991,0.3,0.3,0.79,4.32636,0.3,2.81294,1.90143,1.67595,15.58,3.93665,0.3,1.8645,5.045,0.475,0.411666,0.429048,0.680288,0.335012,0.573113,0.361275,0.596939,0.387811,0.3,0.3,0.397424,0.828837,0.335,0.3,0.311929,0.785,1.37,0.3,0.322167,0.3,0.3,0.36918,0.3,0.3,0.350644,1.24,0.304592,0.310141,0.738858,0.715,0.573766,16.3371,0.48,0.348826,9.27,0.3,0.375406,0.456809,0.33,0.3,0.396071,0.3,0.392424,0.3,0.42,0.3,5.335,0.43657,2.815,0.3,9.33,0.702058,0.3,0.746678,0.985834,0.3,0.945092,0.3,18.585,0.3,0.3,0.3,0.3,30.29,0.3,0.485184,1.62,0.447444,0.3,0.3,0.451524,0.377134,0.3,5.05,0.3,1.24671,0.608709,0.305,0.3,0.500688,3.44,0.434135,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
175,79.985,1.22399,0.3,3.45583,5.36054,0.53,2.56138,3.19633,0.3,5.69401,0.3,0.3,4.62782,0.54783,0.327272,0.3,2.38046,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.26,2.11,0.3,0.355,28.1181,11.8268,-9.5,5.475,9.84521,18.6002,6.49376,0.3,0.595,12.7896,0.3,0.492562,16.6068,0.555184,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.785,7.37877,0.3,4.79757,3.24297,2.8584,15.75,6.71411,0.3,1.99717,5.05,0.47,0.440959,0.459578,0.728695,0.358254,0.613894,0.513813,0.639415,0.415407,0.420432,0.379386,0.73545,1.5338,0.345,0.424586,0.560379,0.76,1.365,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.205,0.31353,0.319242,0.76054,0.71,0.590604,17.7801,0.48,0.348826,9.775,0.3,0.375406,0.456809,0.335,0.3,0.396071,0.3,0.392424,0.3,0.42,0.3,5.55,0.43657,2.985,0.3,7.55937,1.18287,0.3,1.25805,1.66099,0.3,1.59234,0.3,18.59,0.659636,0.768796,0.406384,0.3,30.255,0.3,0.653738,1.605,0.580129,0.3,0.3,0.588087,0.442998,0.3,5.005,0.3,0.3,0.3,0.3,0.3,0.3,3.425,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
176,79.84,1.35111,0.3,3.81475,5.91728,0.545,2.8274,3.52829,0.3,6.28538,0.3,0.3,5.10846,0.604727,0.327272,0.3,2.62769,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.05,1.27,2.05,0.3,0.36,25.8433,10.87,-9.5,5.305,9.18722,17.3571,6.05976,0.3,0.595,11.9348,0.3,0.597538,15.4969,0.888462,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.78,8.14512,0.3,5.29584,3.57977,3.15527,15.845,7.41142,0.3,2.55617,5.045,0.45,0.56438,0.588211,0.932652,0.447808,0.785719,0.580046,0.818384,0.531677,0.467993,0.396961,1.02542,2.13853,0.345,0.504293,0.753685,0.77,1.375,0.3,0.3,0.3,0.3,0.317608,0.3,0.3,0.303433,1.18,0.330032,0.336044,0.800569,0.69,0.621688,16.3417,0.48,0.314797,9.82,0.3,0.336828,0.404299,0.34,0.3,0.353956,0.3,0.350933,0.3,0.415,0.3,5.53,0.387524,2.99,0.3,7.05415,1.4702,0.3,1.56364,2.06447,0.3,1.97915,0.3,18.585,1.1175,1.35686,0.562183,0.3,30.215,0.3,0.468553,1.625,0.432685,0.3,0.3,0.436563,0.365864,0.3,4.995,0.3,0.3,0.3,0.3,0.3,0.3,3.445,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
177,79.76,0.619359,0.3,1.47519,2.20558,0.53,1.1322,1.37568,0.3,2.33346,0.3,0.3,1.92461,0.360074,0.3,0.3,1.06282,0.3,0.448295,0.3,0.3,0.3,0.3,0.3,0.3,2.005,1.28,2.09,0.3,0.35,19.1724,8.06413,-9.5,5.11,9.99174,18.8771,6.5904,0.3,0.57,12.9799,0.3,0.458566,16.854,0.79905,0.3,1.03014,0.435139,0.3,0.3,0.3,0.686849,0.584484,0.749018,0.395444,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.78,2.97951,0.3,1.98971,1.39357,1.2461,15.85,2.72463,0.3,2.63047,5.045,0.45,0.580784,0.605307,0.959761,0.460824,0.808557,0.409445,0.842171,0.54713,0.347561,0.317575,0.797548,1.6633,0.335,0.392228,0.586199,0.79,1.385,0.3,0.31429,0.3,0.3,0.37676,0.3,0.3,0.344897,1.185,0.317766,0.320822,0.712173,0.69,0.553043,12.1234,0.48,0.390847,9.865,0.3,0.443096,0.603116,0.34,0.3,0.483719,0.3,0.47655,0.3,0.415,0.3,5.42,0.563331,2.9,0.313222,7.67187,1.12827,0.3,1.19998,1.58433,0.3,1.51885,0.3,18.59,1.00504,1.22031,0.505606,0.543922,30.245,0.3,0.3,1.595,0.3,0.3,0.3,0.3,0.3,0.3,5.065,0.3,0.3,0.3,0.3,0.3,0.3,3.445,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
178,79.92,0.3,0.3,0.3,0.3,0.525,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.386934,0.3,0.3,0.3,11.2963,0.3,1.87199,0.3,0.3,0.3,0.3,6.275,1.365,2.075,0.3,0.335,15.3316,6.44864,-9.5,5.055,11.1982,21.1563,7.38615,0.3,0.54,14.5472,0.3,0.379543,18.889,0.552318,0.3,2.6626,0.862599,0.3,0.3,0.3,1.62407,1.31439,1.81214,0.742515,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.775,0.3,0.3,0.3,0.3,0.3,15.845,0.3,0.3,2.39873,5.05,0.455,0.529619,0.551982,0.875209,0.420227,0.737326,0.327154,0.767978,0.49893,0.3,0.3,1.07672,2.24552,0.325,0.529521,0.791389,0.785,1.375,0.3,0.387095,0.3,0.3,0.492796,0.3,0.3,0.45112,1.19,0.3,0.3,0.650462,0.69,0.505121,9.69474,0.48,0.42439,9.82,0.3,0.481123,0.654876,0.335,0.3,0.525232,0.3,0.517448,0.3,0.42,0.3,5.78,0.611676,2.835,0.313222,8.5982,0.933843,0.3,0.993193,1.31131,0.3,1.25711,0.3,18.595,0.6947,0.843498,0.349808,1.19169,30.26,0.3,0.32271,1.57,0.303263,0.3,0.3,0.305365,0.3,0.3,5.025,0.3,0.3,0.3,0.305,0.3,0.3,3.435,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
179,79.96,0.3,0.3,0.3,0.3,0.515,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.541246,0.3,0.3,0.3,21.8879,0.3,3.42706,0.3,0.3,0.3,0.3,6.01,1.405,1.995,0.3,0.33,19.1895,8.0713,-9.5,5.165,11.4029,21.5431,7.52118,0.3,0.525,14.8131,0.3,0.350737,19.2343,0.456115,0.3,1.93245,0.72746,0.3,0.3,0.3,1.23722,1.02991,1.36312,0.64707,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.765,0.3,0.3,0.3,0.3,0.3,15.83,0.3,0.3,2.31205,5.05,0.45,0.510481,0.532036,0.843582,0.405042,0.710682,0.312574,0.740227,0.480901,0.3,0.3,1.70471,3.55521,0.32,0.838363,1.25297,0.79,1.365,0.3,0.514251,0.3,0.3,0.654674,0.3,0.3,0.599308,1.15,0.326704,0.329924,0.773883,0.675,0.600965,12.1342,0.48,0.34834,9.81,0.3,0.374855,0.456059,0.33,0.3,0.395469,0.3,0.391831,0.3,0.425,0.3,5.75,0.435869,2.62,0.3,8.75539,0.862966,0.3,0.917813,1.21178,0.3,1.1617,0.3,18.59,0.573697,0.696577,0.3,0.947766,30.285,0.3,0.32271,1.585,0.303263,0.3,0.3,0.305365,0.3,0.3,5.025,0.3,0.3,0.3,0.315,0.3,0.3,3.435,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
180,80,0.3,0.3,0.3,0.3,0.515,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.485869,0.3,0.3,0.3,20.7207,0.3,3.2443,0.3,0.3,0.3,0.3,0.99,1.33,1.945,0.3,0.34,24.1482,10.157,-9.5,4.96,11.8664,22.4188,7.82692,0.3,0.55,15.4153,0.3,0.329716,20.0162,0.369569,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.755,0.3,0.3,0.3,0.3,0.3,15.835,0.3,0.3,2.35274,5.05,0.44,0.519464,0.541398,0.858427,0.41217,0.723188,0.3,0.753253,0.489363,0.3,0.3,1.5303,3.19147,0.325,0.752589,1.12477,0.79,1.36,0.3,0.576142,0.3,0.3,0.733464,0.3,0.3,0.671435,1.155,0.326704,0.329924,0.750533,0.675,0.582832,15.2698,0.48,0.3,9.855,0.3,0.3,0.3,0.33,0.3,0.3,0.3,0.3,0.3,0.43,0.3,5.57,0.3,2.59,0.3,9.1113,0.811246,0.3,0.862805,1.13916,0.3,1.09208,0.3,18.595,0.426172,0.509901,0.3,0.3,30.405,0.3,0.3,1.6,0.3,0.3,0.3,0.3,0.3,0.3,5.055,0.3,0.3,0.3,0.32,0.3,0.3,3.45,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
181,80.03,0.43567,0.3,0.956563,1.40111,0.48,0.747805,0.895997,0.3,1.47894,0.3,0.3,1.2301,0.3,0.331558,0.3,0.70558,0.3,9.98077,0.3,1.68923,0.3,0.3,0.3,0.3,0.3,1.32,2.05,0.3,0.35,25.0007,10.5155,-9.5,4.5,10.2937,19.4475,6.78957,0.3,0.58,13.3722,0.3,0.304932,17.3633,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.76,1.87215,0.3,1.26971,0.906882,0.817127,15.845,1.71702,0.3,1.98479,6.14,0.45,0.438225,0.456728,0.724177,0.356085,0.610088,0.3,0.635451,0.412831,0.3,0.3,0.968721,2.02029,0.33,0.476409,0.712012,0.79,1.355,0.3,0.558137,0.3,0.3,0.710543,0.3,0.3,0.650452,1.2,0.3,0.3,0.580412,0.685,0.450724,15.8088,0.48,0.3,9.825,0.3,0.3,0.3,0.335,0.3,0.3,0.3,0.3,0.3,0.425,0.3,5.52,0.3,2.975,0.3,7.90372,0.732707,0.3,0.779275,1.02887,0.3,0.986351,0.3,18.59,0.3,0.324576,0.3,0.3,30.435,0.3,0.3,1.565,0.3,0.3,0.3,0.3,0.3,0.3,4.86,0.3,0.3,0.3,0.31,0.3,0.3,3.455,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
182,79.99,1.0121,0.3,2.85758,4.43256,0.475,2.11797,2.643,0.3,4.7083,0.3,0.3,3.82669,0.475135,0.3,0.3,1.96837,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.36,2.13,0.3,0.335,29.4723,12.3963,-9.5,4.47,6.55047,12.3756,4.32059,0.3,0.57,8.50949,0.3,0.3,11.0493,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.775,6.10141,0.3,3.96705,2.68157,2.36357,15.845,5.55181,0.3,0.958421,9.48,0.46,0.328493,0.336029,0.444963,0.3,0.398494,0.3,0.408825,0.31815,0.3,0.3,0.758129,1.5811,0.33,0.372842,0.557227,0.79,1.36,0.3,0.55026,0.3,0.3,0.700515,0.3,0.3,0.641273,1.2,0.3,0.3,0.573741,0.73,0.445543,18.6364,0.48,0.3,9.84,0.3,0.3,0.3,0.35,0.3,0.3,0.3,0.3,0.3,0.42,0.3,5.565,0.3,3.375,0.3,5.02959,0.671409,0.3,0.714081,0.942796,0.3,0.903833,0.3,18.585,0.3,0.3,0.3,0.3,30.39,0.3,0.3,1.52,0.3,0.3,0.3,0.3,0.3,0.3,4.715,0.3,0.3,0.3,0.3,0.3,0.3,3.45,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
183,50.015,1.49992,0.3,4.23489,6.56899,0.495,3.1388,3.91689,0.3,6.97763,0.3,0.3,5.6711,0.67133,0.3,0.3,2.9171,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,5.76,1.325,2.09,0.3,0.325,26.1405,10.995,-9.5,4.48,2.44989,4.4951,1.66697,0.3,0.565,3.1377,0.3,0.3,4.02943,0.3,0.3,5.82334,1.98799,0.3,0.3,0.3,3.61049,2.95065,4.01122,1.73212,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.78,9.0422,0.3,5.87911,3.97404,3.50278,25.025,8.2277,0.3,1.61648,10.13,0.465,0.473786,0.487458,0.685065,0.406909,0.600769,0.3,0.619509,0.455024,0.3,0.3,0.778108,1.62276,0.335,0.382668,0.571911,0.79,1.365,0.3,0.568265,0.3,0.3,0.723436,0.3,0.3,0.662255,1.29,0.3,0.3,0.632116,0.685,0.490874,16.5296,0.475,0.3,9.71,0.3,0.3,0.3,0.355,0.3,0.3,0.3,0.3,0.3,0.42,0.3,5.5,0.3,3.32,0.3,1.9159,0.629266,0.3,0.66926,0.883619,0.3,0.847101,0.3,18.14,0.3,0.3,0.3,2.68919,30.11,0.3,0.3,1.575,0.3,0.3,0.3,0.3,0.3,0.3,4.755,0.3,0.3,0.3,0.31,0.3,0.3,3.225,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
