time,atemp,dtemp,windspd,solrad,cloud
345.083,6.2,4.3,1.3,0,0.7
345.125,5.7,4.4,1.5,0,0.6
345.167,5.3,3.9,0.6,0,0.7
345.208,5,4.1,0.4,0,0.7
345.25,4.6,3.8,0.7,0,0.2
345.292,4.1,3.6,0.8,0,0.4
345.333,3.5,3.2,0.8,0.04,0.2
345.375,5.8,4.2,0.1,0.48,0.3
345.417,8.3,4.4,0.3,0.94,0.3
345.458,10.3,3.5,2.4,1.37,0.3
345.5,11.8,3.7,2.1,1.63,0.7
345.542,12,3.4,1.5,1.18,0.6
345.583,12.3,3.5,1.9,1.23,0.4
345.625,12.8,3.4,1.7,0.83,0.8
345.667,12.9,2.9,2.3,0.57,0.6
345.708,12.3,2.9,2.3,0.27,0.8
345.75,11.5,3,1.9,0,0.4
345.792,10.7,2.5,1.9,0,0.9
345.833,9.9,2.2,1.5,0,0.7
345.875,9.5,2.3,1.7,0,0.9
345.917,9.7,2.5,2,0,1
345.958,8.4,2.8,1,0,1
346,9.1,3,2.7,0,0.8
346.042,8.9,3.3,2.4,0,0.6
346.083,8.5,3.5,2.3,0,0.8
346.125,8.6,3,3.1,0,0.5
346.167,7.9,1,3.2,0,0.6
346.208,7.5,0.8,3.2,0,0.4
346.25,7.3,1.1,2.5,0,0.3
346.292,6.8,1.2,1.9,0,0.7
346.333,7.3,1.5,1.9,0.04,0.7
346.375,8.4,2.1,2.6,0.39,0.5
346.417,8.9,1,4,0.64,0.8
346.458,9.8,0.1,3.8,0.73,0.6
346.5,9.4,-0.7,4.3,1.12,0.8
346.542,10.9,-0.8,4.2,1.16,0.7
346.583,10.3,-3,7.5,1.47,0.3
346.625,9.9,-4.8,5.9,1.29,0.2
346.667,8.9,-6.5,6.1,0.78,0.2
346.708,7.4,-5,3.7,0.28,0.3
346.75,6.3,-4.4,4.8,0,0.2
346.792,5.4,-5.9,5.3,0,0
346.833,4,-9.4,6.1,0,0
346.875,2.7,-8.6,3.5,0,0
346.917,1.5,-10.6,4.9,0,0
346.958,0.5,-9.8,3.2,0,0
347,-0.2,-8.8,3.8,0,0
347.042,-0.7,-8.6,3.2,0,0
347.083,-1.4,-10,3.7,0,0
347.125,-1.9,-12.2,3.8,0,0
347.167,-2.3,-13.7,4.3,0,0
347.208,-2.6,-14.3,3.9,0,0
347.25,-3,-15,2.7,0,0
347.292,-3.6,-14.1,2.3,0,0
347.333,-2.5,-15.2,3.7,0.07,0
347.375,-2.1,-15.8,5.3,0.58,0
347.417,-0.9,-15.9,4.2,1.18,0
347.458,1.3,-15.6,3.4,1.65,0
347.5,2.3,-16.7,3.6,1.94,0
347.542,3.9,-17,3.7,2.02,0
347.583,4.7,-17,3.3,1.86,0
347.625,5,-18,3.9,1.51,0
347.667,4.8,-16.9,3.9,0.95,0
347.708,3.7,-16.6,4.2,0.33,0
347.75,2.8,-14.8,2.9,0,0
347.792,2.1,-15.4,3.8,0,0
347.833,1.4,-16,3.5,0,0
347.875,1.1,-15.8,3.3,0,0
347.917,0.4,-15.6,2.6,0,0
347.958,0.2,-14.2,3.5,0,0
348,0,-12.9,2.8,0,0
348.042,0,-11.4,2.8,0,0
348.083,0,-10.2,3.5,0,0
348.125,0.2,-9,3.1,0,0
348.167,-0.1,-8.5,2.5,0,0
348.208,-0.1,-7.8,2.1,0,0
348.25,-0.3,-7.5,1.8,0,0
348.292,-0.5,-6.6,1.7,0,0
348.333,-1.2,-6.7,1,0.06,0.2
348.375,1.1,-6,1.8,0.52,0.2
348.417,3.4,-5.8,1.3,1.1,0.3
348.458,4.9,-5.4,2.8,1.57,0.3
348.5,6.3,-4.7,4.3,1.83,0.3
348.542,6.7,-4.7,4.1,1.83,0.6
348.583,7.3,-4.7,1.8,1.33,0.6
348.625,8.4,-4.7,2.5,1.26,0.3
348.667,8.5,-4.3,2.6,0.86,0
348.708,7.7,-4.4,1.9,0.3,0
348.75,7.2,-4.2,1.6,0,0
348.792,5.4,-3.6,0.8,0,0
348.833,4.5,-3.7,1,0,0.7
348.875,3.9,-2.5,0.6,0,0.9
348.917,3.9,-2.9,0.7,0,0.5
348.958,3.7,-2.7,0.4,0,0
349,2.8,-2.9,0.9,0,0.2
349.042,2.5,-2.8,0.7,0,0
349.083,1.5,-2.6,0.3,0,0
349.125,0.9,-2.3,0.2,0,0
349.167,0.9,-2.3,0.4,0,0
349.208,-0.1,-2.6,0.2,0,0
349.25,-0.8,-3,0.2,0,0
349.292,-0.2,-2.2,0.4,0,0.1
349.333,0,-1.7,0.9,0.06,0.3
349.375,2.6,-1.2,0.3,0.46,0.9
349.417,4.9,-0.1,0.9,0.76,0
349.458,8.1,0.3,1.1,1.41,0
349.5,10.2,1,1.3,1.68,0
349.542,11.7,1.3,1.1,1.74,0
349.583,14.4,1.9,4.1,1.61,0
349.625,14.7,1.5,2.9,1.25,0
349.667,14.2,1.4,2.8,0.77,0
349.708,13.2,1.8,1.5,0.28,0
349.75,10.7,2.2,0.8,0,0
349.792,9.4,2.4,1.2,0,0
349.833,7.6,2.2,0.8,0,0
349.875,6.6,1.9,0.9,0,0
349.917,5.5,2.1,0.4,0,0
349.958,5.2,2,0.3,0,0
350,3.6,1.6,0.8,0,0
350.042,3.9,1.7,0.8,0,0.5
350.083,2.9,1.5,1,0,0.7
350.125,2.8,1.6,0.4,0,0.9
350.167,3,1.3,0.1,0,0.9
350.208,3.5,1.5,0.9,0,0.9
350.25,3.7,1.8,0.4,0,1
350.292,4,2,0.7,0,1
350.333,4.7,2.5,0.4,0,1
350.375,5.1,2.6,0.3,0.09,1
350.417,5.5,3.5,1.4,0.16,1
350.458,6.1,3.7,0.3,0.29,1
350.5,7,3.9,0.4,0.34,1
350.542,8.2,4.2,0.2,0.68,1
350.583,8.6,4.2,1.8,0.63,0.9
350.625,10,4.5,1.7,0.78,0.9
350.667,10,4.5,1.8,0.51,0.9
350.708,9.3,4,0.9,0.17,0.7
350.75,8.6,4.4,0.8,0,0.6
350.792,7.8,4.6,0.6,0,0.9
350.833,7,4.4,1.6,0,0.7
350.875,6.2,4,0.4,0,0.9
350.917,5.4,3,1.3,0,0.7
350.958,7,1.6,2.1,0,1
351,6.8,0.6,2.1,0,0.9
351.042,7.2,0,2.8,0,0.9
351.083,7.5,-0.2,4.2,0,0.9
351.125,7.6,0.5,3.5,0,1
351.167,6.6,-3.6,4.5,0,1
351.208,5,-5.9,4.3,0,1
351.25,4.6,-4.9,4.9,0,1
351.292,3.9,-6.6,5.5,0,0.8
351.333,2.5,-7.9,6.6,0.03,0.5
351.375,1.9,-9.9,7.8,0.48,0.3
351.417,1.7,-11.4,7.3,1.03,0.2
351.458,2.1,-12.5,7.9,1.43,0.5
351.5,1.9,-15.6,8.6,1.76,0.4
351.542,0.9,-16.4,8.3,1.87,0.4
351.583,2.1,-15,5.7,1.83,0.3
351.625,0.8,-14.4,7.2,1.45,0.3
351.667,-0.6,-15.3,9,0.5,0.5
351.708,-1.7,-14.5,6.4,0.24,0.5
351.75,-2.5,-13.6,7.2,0,0.1
351.792,-3.3,-13.5,7.1,0,0
351.833,-4.4,-11.4,5.4,0,0
351.875,-4.7,-15.1,6.9,0,0
351.917,-5.3,-15.3,5.2,0,0
351.958,-5.4,-15.2,5.9,0,0
352,-6,-15.2,6.7,0,0
352.042,-6.4,-15.3,4.9,0,0
352.083,-7,-15.6,4.2,0,0
352.125,-8,-18.1,3.2,0,0
352.167,-8.2,-19.7,2.6,0,0
352.208,-8.6,-19.5,2.7,0,0
352.25,-8.4,-20.2,2.1,0,0
352.292,-8.3,-20.1,2.5,0,0
352.333,-7.8,-20.3,3.5,0.05,0
352.375,-6.7,-19,3.3,0.55,0
352.417,-5.4,-19.1,4.3,1.14,0
352.458,-3.7,-20.4,4.7,1.63,0
352.5,-1.9,-20.8,5.5,1.93,0
352.542,-0.6,-19.2,3.4,1.99,0
352.583,1.2,-16.2,2.2,1.83,0
352.625,1.6,-14.1,2.5,1.48,0
352.667,2.3,-12.3,3.4,0.94,0
352.708,1.6,-11.8,1.4,0.34,0
352.75,0.5,-12.8,0.8,0,0
352.792,-0.7,-11.7,0.6,0,0.3
352.833,-1.8,-11.1,0.2,0,0.4
352.875,-2.5,-12,0.9,0,0
352.917,-2.6,-10.1,0.3,0,0.9
352.958,-2.3,-9.4,0.6,0,0.3
353,-1.7,-9.8,0.5,0,0.7
353.042,-1.4,-9.7,0.4,0,1
353.083,-2.6,-9,0.5,0,0
353.125,-3.1,-8.7,0.3,0,0.2
353.167,-3.5,-8.3,0.5,0,0.1
353.208,-2.5,-6.8,0.9,0,0.9
353.25,0.2,-4.8,2.9,0,0.9
353.292,0.3,-3.4,3.4,0,0.7
353.333,1,-5.6,5.3,0.03,0.4
353.375,1.5,-6.3,5.6,0.45,0.2
353.417,2.4,-6.9,6.4,1.07,0.3
353.458,3.2,-7.6,6.3,1.66,0.3
353.5,4.3,-7.8,5.8,1.87,0.2
353.542,4.7,-8.1,7.3,1.89,0.2
353.583,5.3,-8.5,7.3,1.77,0.1
353.625,5.9,-8.7,4.9,1.43,0
353.667,5.3,-9.7,4.3,0.9,0
353.708,4.7,-9.8,4.4,0.34,0
353.75,3.6,-9.7,2.5,0,0
353.792,2.5,-9.4,0,0,0
353.833,0.5,-9.2,0.5,0,0
353.875,-0.8,-8.9,0.8,0,0
353.917,-0.6,-8.7,0.6,0,0
353.958,-1.3,-7.6,0.3,0,0
354,-1.9,-7.4,0.2,0,0.1
354.042,-2.4,-8,0,0,0.5
354.083,-2.7,-7.9,0.4,0,0
354.125,-2.7,-7.6,0.3,0,0.5
354.167,-2.7,-7,0.7,0,0.6
354.208,-1.7,-6.8,0.3,0,0.8
354.25,-0.6,-6.3,0.3,0,0.7
354.292,-0.9,-6.2,0.1,0,0.7
354.333,-0.8,-5.7,0.2,0.03,0.5
354.375,2.4,-4.3,0.4,0.47,0.3
354.417,4.2,-4,0.7,0.95,0.6
354.458,6,-3.9,0.6,1.41,0.3
354.5,8.2,-2.7,1.1,1.64,0.1
354.542,11.3,-0.5,3.8,1.7,0
354.583,11.7,-0.8,4.1,1.61,0.3
354.625,11.9,-0.6,3.8,1.28,0.6
354.667,11.8,-1,3.7,0.92,0.6
354.708,10.9,-0.5,3.9,0.29,0.5
354.75,10.1,-0.7,3,0,0
354.792,9.5,-0.4,2.6,0,0
354.833,7.8,-0.4,1.3,0,0
354.875,5.8,-0.7,0.9,0,0
354.917,4.9,-0.9,1.2,0,0
354.958,4.3,-0.6,0.6,0,0
355,3.4,-0.6,0.9,0,0
355.042,2.6,-0.5,0.2,0,0
355.083,1.6,-0.9,0.2,0,0
355.125,1,-1.2,0.5,0,0
355.167,0.6,-1,0.6,0,0
355.208,0.4,-1.2,0.1,0,0
355.25,0.2,-1.2,0,0,0
355.292,0.4,-1.3,0.5,0,0
355.333,0.5,-1.2,0.7,0.05,0
355.375,2.9,-0.2,0.3,0.46,0
355.417,5.9,0.6,0.4,0.94,0
355.458,9,1.4,0.6,1.34,0
355.5,10,1.8,1.4,1.61,0
355.542,12.8,2.3,3.2,1.71,0
355.583,13.6,1.5,2.5,1.59,0
355.625,13.9,1.1,3,1.21,0
355.667,13.9,1.1,2.7,0.75,0
355.708,12.8,0.5,1.3,0.27,0
355.75,11.2,-0.3,1.6,0,0
355.792,10.1,-0.4,1.3,0,0
355.833,8,-0.2,0.9,0,0
355.875,7.3,0.7,1.6,0,0
355.917,6.2,0.7,0.8,0,0
355.958,4.4,0.3,1.2,0,0
356,3.7,0.2,1.4,0,0
356.042,3.8,0.1,1.5,0,0
356.083,2.4,0,0.8,0,0
356.125,1.6,-0.3,0.4,0,0
356.167,0.5,-0.8,0.6,0,0
356.208,-0.2,-1.3,0.3,0,0
356.25,-1,-2.2,1.8,0,0
356.292,-1,-1.8,0.6,0,0
356.333,-1.5,-2.3,2,0.06,0
356.375,0.6,-1.7,1.6,0.6,0
356.417,3,-1.9,2.2,1.13,0
356.458,6.7,-4.4,1.1,1.5,0
356.5,8.7,-6.3,0.9,1.77,0
356.542,9.4,-8.2,1.2,1.84,0
356.583,11.4,-9.6,1.1,1.7,0
356.625,12.2,-10.8,1.7,1.37,0
356.667,11.9,-11.7,1.7,0.89,0
356.708,10.7,-11.4,1.9,0.32,0
356.75,8.8,-10.1,0.6,0.01,0
356.792,6.5,-8.6,0.6,0,0
356.833,4.6,-7.8,0.4,0,0
356.875,3.4,-8,1.1,0,0
356.917,2.1,-7.2,1.1,0,0
356.958,1.4,-6.6,1.5,0,0.2
357,0.4,-7.3,1.7,0,0
357.042,-0.2,-6.6,0.6,0,0
357.083,-0.8,-6.7,0.2,0,0
357.125,-1.3,-5.7,0.5,0,0
357.167,-2.3,-6.8,1.4,0,0
357.208,-2.2,-6.5,0.1,0,0
357.25,-2.6,-6.9,0.8,0,0
357.292,-2.8,-6.7,1.1,0,0
357.333,-2.6,-6.4,0.2,0.03,0
357.375,-0.3,-6.2,0.3,0.4,0
357.417,2,-5.8,0.8,0.91,0
357.458,5.6,-5.1,0.5,1.33,0
357.5,9,-9,2.4,1.67,0
357.542,9.8,-9.3,2.8,1.76,0
357.583,10.4,-7.8,2.4,1.63,0
357.625,10,-6.8,2.4,1.26,0
357.667,9.8,-6.9,2.2,0.8,0
357.708,9,-6.8,2,0.3,0
357.75,7.2,-6.5,0.4,0,0
357.792,4.5,-6.1,0.7,0,0
357.833,3.7,-5.2,0.5,0,0
357.875,3.3,-5.3,0.2,0,0.8
357.917,2.8,-5.3,0.4,0,1
357.958,1.7,-5.4,1.3,0,0.7
358,1,-4.6,1.4,0,0.7
358.042,1,-5.2,0.7,0,0.9
358.083,1,-5,0.6,0,0.9
358.125,0.3,-4.9,1.2,0,0.7
358.167,-0.1,-4.9,0.9,0,0.8
358.208,-0.1,-4,0.3,0,0.6
358.25,-0.6,-4.4,0.5,0,0.6
358.292,-0.6,-4.6,1.2,0,0.8
358.333,-0.6,-4.3,0.9,0.05,0.8
358.375,0.2,-3.8,0.3,0.31,0.8
358.417,3.6,-3.4,0.5,0.96,0.7
358.458,6.6,-3.3,1.3,1.25,0.7
358.5,8.4,-3.1,1.5,1.38,0.7
358.542,9.2,-2.7,2.6,1.62,0.8
358.583,10.8,-2.6,3,1.21,0.8
358.625,9.8,-2.8,2.4,0.72,0.9
358.667,9.8,-2.2,1.9,0.48,0.9
358.708,9.5,-1.5,2.8,0.22,0.8
358.75,8.9,-1.2,3.1,0.01,0.8
358.792,7.8,-0.9,4,0,0.8
358.833,6.5,-0.4,4.8,0,0.9
358.875,4.7,-1.1,4.4,0,0.4
358.917,3.7,-1.8,3.4,0,0
358.958,3,-3.5,4.3,0,0.5
359,1.6,-5.3,3.5,0,0
359.042,0.5,-6.8,3,0,0
359.083,-0.8,-7.8,5.2,0,0
359.125,-1.7,-9.3,6.7,0,0
359.167,-2.5,-10.5,5.5,0,0
359.208,-3.7,-12.1,5.3,0,0
359.25,-4.3,-13.6,4.8,0,0
359.292,-4.9,-15.8,5.8,0,0
359.333,-5.4,-16.3,5.4,0.04,0
359.375,-5.3,-15.9,4.7,0.5,0
359.417,-4.7,-16.5,6.1,1.11,0
359.458,-4,-18.6,6.1,1.59,0
359.5,-3.1,-19.5,7.3,1.92,0
359.542,-2.4,-21.2,6.1,2.03,0
359.583,-2.5,-21.3,6.5,1.89,0
359.625,-2.7,-21.5,4.9,1.52,0
359.667,-3.2,-21.4,6.8,1.01,0
359.708,-4.1,-23.2,5.2,0.38,0
359.75,-4.9,-21.9,5.4,0.01,0
359.792,-5.7,-21.3,4.8,0,0
359.833,-6.8,-20.4,5.2,0,0
359.875,-7.3,-18.9,3.4,0,0
359.917,-7.6,-17.7,3.6,0,0
359.958,-7.8,-16.9,4.4,0,0
360,-8.1,-16.9,4.9,0,0
360.042,-8.3,-17.3,4.5,0,0
360.083,-8.6,-17.6,4.3,0,0
360.125,-9,-17.5,4.1,0,0
360.167,-9.6,-18.1,4.6,0,0
360.208,-10,-18.2,4.2,0,0
360.25,-10.3,-18.5,5.5,0,0
360.292,-10.6,-18.3,5.7,0,0
360.333,-10.7,-18.4,4.3,0.04,0
360.375,-9.8,-19,4.3,0.51,0
360.417,-9,-19.6,5.1,1.11,0
360.458,-7.6,-19.1,4.5,1.61,0
360.5,-6.2,-19.2,4.4,1.92,0
360.542,-5.3,-20.2,5.1,2.02,0
360.583,-4.6,-19.5,4.9,1.87,0
360.625,-3.7,-19.6,3.9,1.52,0
360.667,-3.5,-19.8,5.3,1.02,0
360.708,-4.4,-20.2,6.1,0.39,0
360.75,-4.9,-19.4,4.5,0.01,0
360.792,-5.3,-19.4,3.8,0,0
360.833,-5.5,-18.5,5.1,0,0
360.875,-6,-19.3,3.4,0,0
360.917,-6.5,-20.8,4.6,0,0
360.958,-6.7,-19.9,4.8,0,0
361,-7.1,-19.6,3,0,0
361.042,-7.2,-19.1,4.4,0,0
361.083,-7.5,-18.2,3.7,0,0
361.125,-7.6,-18,3.6,0,0
361.167,-7.6,-18.3,3.6,0,0
361.208,-7.7,-18.4,3.8,0,0
361.25,-7.8,-18.2,3.6,0,0
361.292,-7.8,-17.6,3.6,0,0
361.333,-7.3,-16.7,4.2,0.04,0
361.375,-6.3,-16.5,4.6,0.48,0
361.417,-5.4,-17.5,5.2,1.07,0
361.458,-3.2,-17.2,4.8,1.57,0
361.5,-1.7,-16.6,5.4,1.88,0
361.542,-0.5,-14.8,5.2,1.96,0
361.583,0.8,-12.2,6.7,1.82,0
361.625,1.6,-10.5,4.3,1.49,0.1
361.667,1.8,-9.4,4.4,0.91,0.5
361.708,1.3,-9,2.6,0.35,0.5
361.75,1.3,-8.5,2.8,0.02,0.4
361.792,1.9,-8.2,1.9,0,0
361.833,1.9,-7.7,3.1,0,0.8
361.875,1.9,-5.9,2.7,0,0.6
361.917,1.8,-4.9,1.7,0,0.6
361.958,1.8,-3.8,2.2,0,0.9
362,1.5,-3.7,1.4,0,0.5
362.042,0.6,-3.8,0.2,0,0.1
362.083,0,-3.9,0.6,0,0.8
362.125,-0.6,-4.1,0.6,0,0.4
362.167,-0.8,-3.8,0.4,0,0.4
362.208,-1.2,-3.5,0.3,0,0.3
362.25,-2.4,-4.1,0.5,0,0.1
362.292,-2.2,-4,0.2,0,0
362.333,-2.8,-4,0.7,0.04,0
362.375,-1.3,-3.9,0.1,0.38,0.8
362.417,0.4,-3.7,0.9,0.74,0.4
362.458,2.6,-3.3,1.1,1.41,0.4
362.5,5.6,-2.5,1.8,1.66,0.2
362.542,6.5,-3.1,1.2,1.77,0.4
362.583,6.8,-2.6,2.9,1.53,0.8
362.625,6.5,-2.9,2.2,0.61,0.9
362.667,5.7,-2.9,2.5,0.45,0.9
362.708,5.3,-2.7,2.4,0.24,0.9
362.75,4.8,-3.2,2.2,0,0.9
362.792,4.6,-3.4,1.9,0,0.7
362.833,4.5,-3.7,1.8,0,0.1
362.875,4.1,-3.6,0.9,0,0.7
362.917,2.8,-3.7,0.9,0,0.4
362.958,1.3,-3.9,0.4,0,0
363,0.2,-3.8,0.5,0,0.2
363.042,-0.6,-4.1,0.6,0,0.2
363.083,-1.4,-4.5,1.2,0,0
363.125,-2.2,-4.7,0.5,0,0.4
363.167,-2.2,-4.5,0.8,0,0.7
363.208,-1.8,-4.8,0.3,0,0.8
363.25,-1.5,-4.3,0.3,0,0.8
363.292,-1.7,-3.8,0.3,0,0.8
363.333,-1.4,-3.9,0.3,0.03,0.7
363.375,-0.3,-3.6,0.5,0.3,0.9
363.417,1.5,-3.1,0.5,0.67,0.8
363.458,4.2,-2.4,0.7,0.81,0.7
363.5,5.7,-2.1,1.2,1.56,0.6
363.542,8.9,-1.2,2.7,1.72,0.5
363.583,10,-1.7,3.7,1.78,0.4
363.625,8.7,-2,3.2,0.7,0.8
363.667,8.8,-3.1,3.1,0.43,0.7
363.708,8.5,-3,3.7,0.2,0.7
363.75,7.2,-2,4.7,0,0.5
363.792,6.3,-1.8,3.2,0,0.1
363.833,5.9,-3.4,5.7,0,0
363.875,5.6,-4.5,5.2,0,0.3
363.917,5.4,-5,2.8,0,0.1
363.958,5.1,-4.7,2.5,0,0.1
364,5,-4.8,4.7,0,0.7
364.042,3.7,-6,3.4,0,0
364.083,2.9,-6,4.9,0,0
364.125,2.1,-8,4.8,0,0.2
364.167,1.4,-7.6,5.4,0,0.2
364.208,0.9,-7.3,4.3,0,0.5
364.25,0.9,-6.9,4.7,0,0.6
364.292,0.4,-8.3,6.6,0,0.4
364.333,-0.5,-11,5.5,0.03,0
364.375,-0.4,-13.6,5.6,0.47,0
364.417,0.2,-15.3,5.5,1.07,0
364.458,1,-15.5,5.2,1.56,0
364.5,2,-15,4.7,1.87,0
364.542,2.5,-14.2,3.7,1.68,0
364.583,3.2,-12.7,5.5,1.5,0.1
364.625,3.2,-11.9,4.8,1.29,0.7
364.667,3,-11,3.5,0.71,0.8
364.708,3.3,-8.4,6.1,0.21,0.7
364.75,2.7,-6.4,4.7,0.01,0.9
364.792,0.3,-4.7,4.3,0,0.6
364.833,0.1,-6.1,4.5,0,0.1
364.875,-0.2,-8.6,4.7,0,0.2
364.917,-0.8,-9.4,3.6,0,0.6
364.958,-1.5,-7.2,4.1,0,0.6
365,-1.9,-8.4,4.1,0,0.1
365.042,-2.3,-12.1,5.4,0,0.2
365.083,-2.8,-12.5,4.6,0,0
365.125,-3.7,-15.9,4.1,0,0
365.167,-4,-15.6,4.3,0,0
365.208,-4.4,-15.7,5.2,0,0
365.25,-4.8,-15.2,3.2,0,0
365.292,-4.7,-15.1,4.9,0,0
365.333,-4.5,-15.5,4,0.03,0
365.375,-4,-15.9,4.2,0.48,0
365.417,-2.7,-16,4.4,1.09,0
365.458,-1.1,-15.7,4.3,1.58,0
365.5,-0.9,-16.3,6.4,1.92,0
365.542,0.1,-17.1,5,2.04,0
365.583,0.9,-18.4,5.9,1.92,0
365.625,1.1,-18.3,6.4,1.58,0
365.667,1.3,-17.1,5.4,1.06,0
365.708,0.5,-16.8,5.5,0.42,0
365.75,-0.3,-16.6,5.2,0.01,0
365.792,-1.1,-16.1,3.8,0,0
365.833,-2,-16.9,3.9,0,0
365.875,-2.7,-17.1,2.7,0,0
365.917,-3.4,-17.7,3.2,0,0
365.958,-4.1,-18.7,3.6,0,0
366,-4.1,-18.7,3.6,0,0
366.042,-4.8,-17.9,3.4,0,0.2
366.083,-5.1,-17.8,2.9,0,0
366.125,-5.1,-17.8,2.7,0,0.3
366.167,-5.5,-16.9,2.7,0,0.4
366.208,-5.5,-16.9,2.4,0,0
366.25,-8.2,-15.8,1.9,0,0.1
366.292,-8.6,-16.2,1.7,0,0.3
366.333,-8.3,-15.3,1.4,0.04,0
366.375,-7.2,-15.6,2.2,0.47,0
366.417,-4.9,-15.8,1.9,1.07,0.1
366.458,-2.7,-16,1.4,1.57,0.2
366.5,-0.1,-16.9,1.2,1.89,0.2
366.542,1.7,-19.5,2.1,1.83,0.1
366.583,3.2,-20.2,0.9,1.89,0.1
366.625,4.5,-19.9,2.1,1.53,0.3
366.667,4.9,-19.6,2.6,0.92,0.3
366.708,3.5,-18.6,1.5,0.27,0.2
366.75,2.6,-17,1.7,0.01,0.6
366.792,1.1,-16.3,1.2,0,0.5
366.833,-0.3,-15,0.6,0,0.6
366.875,-1.7,-13.2,0.7,0,0.7
366.917,-2.1,-13,0.8,0,0.4
366.958,-2.7,-14.4,0.5,0,0.4
367,-3.1,-14.2,0.3,0,0.4
367.042,-3.5,-14.3,1.4,0,0.7
367.083,-4,-13.4,0.4,0,0.6
367.125,-4.3,-13.6,0.7,0,0.2
367.167,-4.7,-13,0.8,0,0
367.208,-4.9,-13.5,0.6,0,0
367.25,-5.6,-12.1,0.4,0,0
367.292,-6,-12.9,1.3,0,0
367.333,-5.4,-12.3,1,0.03,0.4
367.375,-2.8,-10.8,0.2,0.43,0.1
367.417,0.1,-10.7,0.6,0.96,0.4
367.458,3,-11.3,1.4,1.48,0.7
367.5,4.3,-10.5,1.8,1.31,0.4
367.542,6.3,-6.3,3.1,1.56,0.3
367.583,7.3,-3.2,3,1.89,0
367.625,7.3,-5.7,4.8,1.29,0
367.667,6.8,-6.2,5,0.86,0
367.708,5.9,-7.3,3.4,0.37,0
367.75,4.9,-7.9,1.9,0.02,0
367.792,4.4,-7.4,3.8,0,0
367.833,2,-7.3,1,0,0
367.875,1.1,-7.9,0.5,0,0
367.917,0.5,-8.4,1.9,0,0
367.958,-0.7,-8.1,0.6,0,0
368,-0.4,-8.5,1.8,0,0
368.042,-2.1,-8.8,0.4,0,0
368.083,-2.7,-9.1,0.7,0,0
368.125,-3.3,-9.5,0.2,0,0
368.167,-4.3,-9.5,0.5,0,0.2
368.208,-4.9,-9.9,0.2,0,0.1
368.25,-5.7,-9.2,0.2,0,0.3
368.292,-6.1,-9.3,1,0,0.2
368.333,-6.4,-9.2,0.8,0.02,0
368.375,-4.3,-8.9,0.9,0.5,0
368.417,-1.4,-8.6,0.6,1.03,0
368.458,0.9,-9.1,0.6,1.51,0
368.5,3.5,-13.3,2.5,1.82,0.3
368.542,4.8,-13.6,1.9,1.65,0.1
368.583,6.8,-17.3,3.4,1.81,0
368.625,5.5,-15.7,4.8,1.47,0
368.667,5,-13.4,4.5,0.95,0
368.708,3.7,-11.5,4.1,0.38,0
368.75,2.9,-10.7,3.2,0.02,0
368.792,2.1,-10.1,2.3,0,0
368.833,1.1,-9.8,1.6,0,0
368.875,0.6,-8.9,1.3,0,0
368.917,0.8,-7.9,1.9,0,0
368.958,-0.5,-8.2,0.8,0,0.7
369,-0.8,-7.6,0.6,0,0
369.042,-0.7,-7.5,0.5,0,0.8
369.083,-0.7,-7.5,1.3,0,0.1
369.125,-1.3,-7.2,0.3,0,0.7
369.167,-1.5,-7.2,0.4,0,0.4
369.208,-1.6,-6.9,0.3,0,0.8
369.25,-1.5,-7.2,0.7,0,0.8
369.292,-0.8,-7.1,0.2,0,0.6
369.333,-1,-6.3,0.3,0,0.2
369.375,1.5,-5.2,2,0.37,0
369.417,3.4,-9.6,5.4,1,0
369.458,4.3,-10.2,4.6,1.53,0
369.5,5.3,-14.2,5.1,1.83,0
369.542,6.4,-16.2,4.2,2,0
369.583,7.1,-15.6,3.6,1.89,0
369.625,7.3,-15.5,4.1,1.56,0
369.667,7.1,-16.3,2.8,1.05,0
369.708,5.9,-16.6,2.5,0.44,0
369.75,4.3,-16.1,1.9,0.01,0
369.792,3.2,-15.9,0.9,0,0
369.833,2.6,-17,1.9,0,0
369.875,2.2,-17.9,1.9,0,0
369.917,0.5,-15.9,0.7,0,0.8
369.958,-1.3,-14.4,1.8,0,0.4
370,-2.5,-13.6,0.8,0,0.4
370.042,-3.2,-12.4,0.5,0,0.8
370.083,-3.7,-13.9,1,0,0.6
370.125,-3.9,-13.8,1.4,0,0.4
370.167,-5,-13.5,1.8,0,0.7
370.208,-5.2,-12.1,0.2,0,0.8
370.25,-5.3,-12.5,1.3,0,0.6
370.292,-5.3,-12.5,1,0,0.9
370.333,-5.1,-12.3,1.2,0,0.9
370.375,-3.6,-11.8,0.5,0.24,0.9
370.417,-1.8,-11.9,0.5,0.56,0.7
370.458,0.5,-12.5,0.6,0.93,0.7
370.5,1.7,-13.2,1,1.33,0.9
370.542,3.3,-11.4,1,1.17,0.9
370.583,3.9,-9.4,0.5,0.78,1
370.625,4.8,-8.6,0.7,0.56,1
370.667,5,-7.8,0.2,0.35,1
370.708,4.8,-7,1.3,0.14,1
370.75,4.4,-8.3,1.2,0,1
370.792,4.3,-8.7,1.6,0,1
370.833,3.7,-8.3,0.6,0,1
370.875,3.4,-8.3,0.2,0,1
370.917,2.9,-7.8,0.4,0,1
370.958,2.9,-7,0.3,0,0.9
371,3.3,-7.5,0.2,0,0.9
