J_day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
2625,13.6533,0.161872,0.05,0.45703,0.708926,0.332133,0.33874,0.422711,0.05,0.753026,0.05,0.05,0.612025,0.0724499,0.737554,0.05,0.314813,0.209329,10.6493,0.05,1.66739,0.05,0.05,0.3,0.05,0.3,0.646798,1.76791,0.18684,0.216474,9.30217,3.91259,-9.5,4.21568,0.302922,0.566684,0.208392,0.05,0.52424,0.389654,0.05,0.43521,0.505953,0.299549,0.05,5.37388,1.74097,0.05,0.05,0.05,3.27783,2.65282,3.65741,1.49861,0.172888,1.05942,0.05,0.329198,1.15238,0.526861,0.648283,0.05,1.38681,0.05,0.05,0.293269,0.05,0.222419,0.656667,0.975835,0.05,0.634474,0.428879,0.37802,12.1267,0.887934,0.05,2.48463,1.11,0.397199,0.548586,0.571749,0.906551,0.435276,0.76373,0.24085,0.795481,0.516797,0.194322,0.164828,2.323,4.84468,0.299911,1.14244,1.70741,0.790671,0.733333,0.31131,1.10052,0.05,0.05,1.40103,0.454528,0.340066,1.28255,1.72,0.913545,0.930189,2.21602,0.570004,1.72087,5.8821,0.36,1.06643,4.74667,0.05,1.209,1.64561,0.345772,0.05,1.31984,0.05,1.30028,0.640637,0.377535,0.485637,5.27259,1.53706,2.43461,0.770031,0.237119,1.07081,0.05,1.13886,1.50363,0.05,1.44149,0.05,15.2967,0.37677,0.457471,0.189543,2.40516,9.92,0.05,0.606399,1.72573,0.538121,0.05,0.05,0.545503,0.41092,0.05,5.43667,0.05,1.807,0.755799,0.284363,0.05,0.577816,2.85333,0.468159,0.347191,0.646936,0.22419,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2626,13.7533,0.150322,0.05,0.424421,0.658345,0.350918,0.314571,0.392551,0.05,0.699299,0.05,0.05,0.568357,0.0672807,0.700688,0.05,0.292351,0.212195,12.1278,0.05,1.89888,0.05,0.05,0.3,0.05,0.3,0.662832,1.90428,0.189958,0.23223,6.92554,2.91296,-9.5,4.89676,0.501782,0.942384,0.339557,0.05,0.512056,0.647986,0.05,0.506317,0.841389,0.416502,0.05,6.20353,2.00975,0.05,0.05,0.05,3.78388,3.06238,4.22207,1.72997,0.127868,0.707033,0.05,0.228406,0.769072,0.355542,0.433641,0.05,0.925526,0.05,0.05,0.205297,0.05,0.159726,0.563333,0.90621,0.05,0.589205,0.398279,0.351049,12.13,0.824581,0.05,2.38833,1.11,0.399406,0.527322,0.549588,0.871413,0.418405,0.734128,0.24085,0.764647,0.496766,0.194322,0.164828,2.20689,4.60253,0.297488,1.08533,1.62207,0.787805,0.73,0.29879,1.05626,0.05,0.05,1.34468,0.436247,0.32639,1.23096,1.72,0.917229,0.93394,2.22495,0.613214,1.72781,4.37927,0.36,1.11931,4.75333,0.05,1.26894,1.7272,0.363858,0.05,1.38527,0.05,1.36474,0.672399,0.381512,0.509714,5.69141,1.61326,3.00426,0.808207,0.389808,1.24576,0.05,1.32494,1.74931,0.05,1.67701,0.05,15.3033,0.523872,0.63608,0.263545,2.77649,15.0833,0.05,1.00349,1.77286,0.890501,0.05,0.05,0.902717,0.680004,0.05,5.42667,0.05,1.20595,0.504403,0.292535,0.05,0.388316,2.84667,0.317785,0.364404,0.67901,0.239846,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2627,13.87,0.144847,0.05,0.408963,0.634367,0.3513,0.303114,0.378254,0.05,0.673829,0.05,0.05,0.547657,0.0648302,0.691537,0.05,0.281703,0.214317,14.7245,0.05,2.30546,0.05,0.05,0.3,0.05,0.3,0.68,1.9779,0.197157,0.234329,4.85108,2.04041,-9.5,5.25276,0.704736,1.32582,0.470507,0.05,0.513314,0.911637,0.05,0.684865,1.18373,0.510819,0.05,6.40951,2.07648,0.05,0.05,0.05,3.90952,3.16406,4.36225,1.78741,0.103086,0.555172,0.05,0.181218,0.603886,0.28002,0.340713,0.05,0.726736,0.05,0.05,0.163258,0.05,0.127844,0.47,0.873204,0.05,0.567745,0.383773,0.338263,12.13,0.794548,0.05,2.48197,1.11,0.39473,0.547997,0.571136,0.905579,0.434809,0.762911,0.24085,0.794627,0.516243,0.194322,0.164828,2.17807,4.54242,0.30093,1.07116,1.60089,0.785683,0.723333,0.288179,1.01875,0.05,0.05,1.29693,0.420756,0.314799,1.18725,1.65667,1.02008,1.03866,2.47443,0.628646,1.92154,3.06751,0.36,1.12659,4.76333,0.05,1.2772,1.73844,0.37179,0.05,1.39429,0.05,1.37363,0.676777,0.387824,0.513033,5.88271,1.62377,3.26912,0.813469,0.544981,1.68507,0.05,1.79216,2.36618,0.05,2.26839,0.05,15.2833,0.642503,0.78012,0.323225,2.86868,29.8,0.05,1.31654,1.83896,1.1683,0.05,0.05,1.18433,0.892138,0.05,5.41,0.05,0.946931,0.396064,0.288684,0.05,0.30549,2.84667,0.250678,0.366776,0.68343,0.24782,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2628,13.89,0.137426,0.05,0.388009,0.601863,0.352785,0.287583,0.358873,0.05,0.639303,0.05,0.05,0.519596,0.0615084,0.697744,0.05,0.267269,0.212296,15.1684,0.05,2.37496,0.05,0.05,0.3,0.05,0.3,0.683958,2.00571,0.184518,0.239838,3.96024,1.66572,-9.5,5.36767,1.66681,3.14904,1.0994,0.05,0.508086,2.16529,0.05,0.834866,2.81156,0.609662,0.05,10.8678,3.52084,0.05,0.05,0.05,6.6289,5.36491,7.39654,3.03069,0.0774728,0.398222,0.05,0.132448,0.433164,0.201967,0.244672,0.05,0.521284,0.05,0.05,0.119812,0.05,0.0948932,0.423333,0.828463,0.05,0.538655,0.364109,0.320931,12.1367,0.753837,0.05,2.59914,1.11,0.390208,0.573868,0.598099,0.948331,0.455336,0.798928,0.24085,0.832142,0.540614,0.194322,0.164828,2.19762,4.58318,0.295428,1.08077,1.61525,0.787704,0.73,0.296668,1.04876,0.05,0.05,1.33513,0.433149,0.324071,1.22222,1.59333,1.0427,1.0617,2.52932,0.624109,1.96416,2.5042,0.36,1.31627,4.77667,0.05,1.49223,2.03113,0.376111,0.05,1.62903,0.05,1.60489,0.790719,0.391971,0.599408,5.96392,1.89714,3.37905,0.950426,1.27981,2.05413,0.05,2.18469,2.88443,0.05,2.76522,0.05,15.28,0.766827,0.931074,0.385769,4.86407,44.5733,0.05,1.6579,1.8563,1.47123,0.05,0.05,1.49141,1.12346,0.05,5.37667,0.05,0.679229,0.284095,0.284699,0.05,0.219889,2.83,0.181322,0.428527,0.798493,0.254016,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2629,13.89,0.142939,0.05,0.403575,0.626009,0.320243,0.29912,0.37327,0.05,0.664951,0.05,0.05,0.540441,0.0639761,0.686954,0.05,0.277992,0.209267,13.5371,0.05,2.11955,0.05,0.05,0.3,0.05,0.315698,0.668252,1.86269,0.181184,0.231046,2.21419,0.931313,-9.5,4.7705,1.23576,2.33467,0.815086,0.05,0.525856,1.60533,0.05,0.886769,2.08446,0.439893,0.05,16.7791,5.4359,0.05,0.05,0.05,10.2345,8.28301,11.4197,4.67916,0.091177,0.558711,0.05,0.173611,0.607735,0.277853,0.341888,0.05,0.731369,0.05,0.05,0.154663,0.05,0.117298,0.426667,0.8617,0.05,0.560265,0.378716,0.333806,12.13,0.78408,0.05,2.5723,1.11,0.389417,0.567941,0.591922,0.938537,0.450634,0.790676,0.24085,0.823547,0.535031,0.194322,0.164828,2.16364,4.51231,0.297762,1.06406,1.59028,0.790733,0.74,0.300912,1.06376,0.05,0.05,1.35423,0.439346,0.328708,1.23971,1.59,0.977682,0.995494,2.3716,0.590266,1.84168,1.40011,0.36,1.26259,4.77,0.05,1.43138,1.9483,0.363642,0.05,1.5626,0.05,1.53945,0.758476,0.386281,0.574965,5.63262,1.81978,2.88486,0.91167,0.94884,2.18184,0.05,2.32051,3.06375,0.05,2.93713,0.05,15.2767,0.553292,0.671802,0.278346,7.50975,54.1367,0.05,1.08971,1.75573,0.967008,0.05,0.05,0.980274,0.741644,0.05,5.35333,0.05,0.952967,0.398589,0.272303,0.05,0.304725,2.82,0.246895,0.411053,0.765933,0.2464,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2630,13.88,0.122088,0.05,0.344704,0.53469,0.317006,0.255486,0.31882,0.05,0.567952,0.05,0.05,0.461605,0.0607045,0.651057,0.05,0.23744,0.204537,12.1393,0.05,1.90069,0.05,0.05,0.3,0.05,0.315698,0.653368,1.77785,0.175258,0.22044,1.77447,0.746361,-9.5,4.46373,1.11996,2.1159,0.738707,0.05,0.53814,1.4549,0.05,0.841354,1.88914,0.488937,0.05,21.2043,6.86955,0.05,0.05,0.05,12.9337,10.4675,14.4315,5.91323,0.0899359,0.474593,0.05,0.156179,0.516237,0.239948,0.291406,0.05,0.621256,0.05,0.05,0.140953,0.05,0.110927,0.43,0.736,0.05,0.478536,0.323471,0.285113,12.1267,0.669703,0.05,2.37317,1.11,0.392257,0.523975,0.546099,0.865881,0.415749,0.729468,0.227469,0.759794,0.493612,0.183527,0.155671,2.05057,4.27652,0.291223,1.00846,1.50718,0.795463,0.753333,0.30367,1.07351,0.05,0.05,1.36665,0.443374,0.331721,1.25107,1.64667,0.83376,0.84895,2.02248,0.570204,1.57057,1.12206,0.36,1.1629,4.77,0.05,1.31836,1.79447,0.358673,0.05,1.43922,0.05,1.41789,0.698587,0.378056,0.529566,5.53473,1.67609,2.76334,0.839685,0.859928,2.0701,0.05,2.20166,2.90684,0.05,2.78671,0.05,15.2867,0.61498,0.746703,0.309379,9.49035,54.1467,0.05,1.27244,1.71211,1.12917,0.05,0.05,1.14466,0.865476,0.05,5.35333,0.05,0.809492,0.338579,0.271458,0.05,0.261542,2.80333,0.21507,0.378596,0.705455,0.247716,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2631,13.8967,0.090304,0.05,0.224575,0.339165,0.325502,0.170763,0.208963,0.05,0.359227,0.05,0.05,0.295084,0.0556859,0.606935,0.05,0.159879,0.202002,10.7876,0.05,1.68905,0.05,0.05,0.3,0.05,0.315698,0.64397,1.74845,0.190154,0.215552,1.72977,0.727557,-9.5,4.29372,0.157886,0.292673,0.109813,0.05,0.555714,0.201243,0.05,0.828118,0.261307,0.383303,0.05,21.2534,6.88544,0.05,0.05,0.05,12.9636,10.4918,14.4649,5.92691,0.114885,0.627473,0.05,0.203684,0.682531,0.315976,0.384956,0.05,0.82138,0.05,0.05,0.183273,0.05,0.143023,0.43,0.460586,0.05,0.305296,0.211769,0.188633,15.92,0.420598,0.05,2.152,1.11333,0.387384,0.475143,0.495205,0.785186,0.377003,0.661485,0.19268,0.688985,0.44761,0.155458,0.131862,1.91161,3.9867,0.284614,0.940113,1.40503,0.797998,0.743333,0.292211,1.033,0.05,0.05,1.31508,0.426643,0.319203,1.20386,1.70333,0.788584,0.802951,1.9129,0.552056,1.48547,1.09379,0.356667,0.984466,4.75,0.05,1.11607,1.51913,0.356019,0.05,1.21839,0.05,1.20033,0.591397,0.374583,0.448311,5.37838,1.41892,2.58669,0.710845,0.125098,2.03753,0.05,2.16703,2.86111,0.05,2.74287,0.05,15.29,0.482114,0.585378,0.242538,9.5123,54.0967,0.05,0.913873,1.66918,0.810974,0.05,0.05,0.822099,0.622493,0.05,5.35333,0.05,1.07025,0.447645,0.271331,0.05,0.344924,2.79,0.282628,0.320505,0.597212,0.24875,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2632,15.13,0.0986982,0.05,0.248275,0.375928,0.334468,0.188329,0.230884,0.05,0.398277,0.05,0.05,0.326822,0.0594429,0.574039,0.05,0.176204,0.200432,11.4937,0.05,1.79961,0.05,0.05,0.3,0.05,0.3,0.644448,1.73953,0.182674,0.208715,3.6393,1.53073,-9.5,4.18076,0.335965,0.629111,0.227271,0.05,0.538623,0.432579,0.05,0.833309,0.561689,0.497992,0.05,17.4581,5.65587,0.05,0.05,0.05,10.6487,8.61819,11.8818,4.86851,0.136606,0.760574,0.05,0.245043,0.827311,0.382169,0.466404,0.05,0.995613,0.05,0.05,0.220118,0.05,0.170967,0.43,0.51119,0.05,0.338198,0.234009,0.208236,13.4567,0.466644,0.05,1.98174,1.11333,0.385293,0.437551,0.456026,0.723064,0.347175,0.60915,0.15789,0.634474,0.412196,0.127389,0.108054,1.808,3.77062,0.289298,0.889159,1.32888,0.799568,0.733333,0.279266,0.987243,0.05,0.05,1.25682,0.407743,0.305063,1.15053,1.70333,0.800818,0.815408,1.94257,0.529757,1.50852,2.30126,0.353333,1.07532,4.73,0.05,1.21907,1.65932,0.353488,0.05,1.33083,0.05,1.31111,0.645974,0.37706,0.489683,5.28628,1.54986,2.48626,0.776446,0.261831,2.0503,0.05,2.18061,2.87905,0.05,2.76006,0.05,15.2867,0.626369,0.760531,0.315109,7.81364,44.42,0.05,1.31223,1.68041,1.16448,0.05,0.05,1.18045,0.88922,0.05,5.79,0.05,1.29728,0.5426,0.271748,0.05,0.417518,2.77333,0.341445,0.350083,0.652325,0.243565,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2633,16.44,0.122817,0.05,0.316373,0.481559,0.320999,0.238802,0.293868,0.05,0.510479,0.05,0.05,0.418014,0.0641772,0.54727,0.05,0.223112,0.199313,11.1104,0.05,1.73959,0.05,0.05,0.3,0.05,0.3,0.650004,1.79707,0.183079,0.210224,4.88068,2.05286,-9.5,4.13624,0.244627,0.450934,0.1727,0.05,0.543719,0.310063,0.05,0.817219,0.402607,0.402166,0.05,14.4378,4.67741,0.05,0.05,0.05,8.80645,7.12725,9.82626,4.02626,0.166489,1.02021,0.05,0.317013,1.10973,0.50736,0.624288,0.05,1.33548,0.05,0.05,0.282414,0.05,0.214187,0.43,0.65659,0.05,0.432736,0.297913,0.264561,10.99,0.598947,0.05,1.81967,1.11333,0.380031,0.401769,0.418733,0.663933,0.318784,0.559335,0.136482,0.582588,0.378488,0.110116,0.0934025,1.72369,3.59479,0.289649,0.847695,1.26691,0.800687,0.73,0.256985,0.908473,0.05,0.05,1.15654,0.37521,0.280723,1.05873,1.71333,0.790382,0.804781,1.91726,0.505652,1.48886,3.08623,0.35,1.09767,4.72667,0.05,1.24441,1.69382,0.353179,0.05,1.3585,0.05,1.33837,0.659404,0.376713,0.499864,5.2542,1.58208,2.49771,0.792588,0.19557,2.01071,0.05,2.13851,2.82346,0.05,2.70677,0.05,15.2667,0.50584,0.614186,0.254474,6.46188,29.6733,0.05,0.980813,1.66547,0.870377,0.05,0.05,0.882317,0.664638,0.05,6.78667,0.05,1.74012,0.727824,0.274101,0.05,0.556429,2.76667,0.450831,0.357361,0.665887,0.238233,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2634,17.69,0.122817,0.05,0.322993,0.501014,0.315478,0.239395,0.298739,0.05,0.532181,0.05,0.05,0.432532,0.0641772,0.520504,0.05,0.223112,0.200123,11.0585,0.05,1.73147,0.05,0.05,0.3,0.05,0.3,0.65684,1.82588,0.17015,0.219884,5.35334,2.25167,-9.5,4.19601,0.308038,0.57635,0.208851,0.05,0.538642,0.3963,0.05,0.773879,0.514583,0.336522,0.05,9.61885,3.11621,0.05,0.05,0.05,5.86708,4.74835,6.5465,2.6824,0.115309,0.630073,0.05,0.204492,0.685359,0.317269,0.386547,0.05,0.824784,0.05,0.05,0.183993,0.05,0.143569,0.43,0.689644,0.05,0.448397,0.303098,0.267155,4.72,0.627523,0.05,1.72903,1.11333,0.382901,0.381755,0.397875,0.63086,0.302904,0.531472,0.136482,0.553567,0.359634,0.110116,0.0934025,1.63938,3.41897,0.289961,0.806235,1.20495,0.799877,0.736667,0.239796,0.847708,0.05,0.05,1.07918,0.350113,0.261946,0.987918,1.72333,0.740763,0.754258,1.79689,0.499819,1.39539,3.38511,0.35,1.14689,4.69667,0.05,1.30021,1.76977,0.353951,0.05,1.41941,0.05,1.39838,0.688972,0.374537,0.522278,5.34057,1.65302,2.64806,0.828128,0.240388,1.90408,0.05,2.0251,2.67372,0.05,2.56322,0.05,15.26,0.423273,0.513935,0.215281,4.30507,15.0167,0.05,0.943005,1.63786,0.836825,0.05,0.05,0.848305,0.639017,0.05,7.66667,0.05,1.07469,0.4495,0.281655,0.05,0.346342,2.73667,0.283777,0.373385,0.695745,0.233353,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2635,16.4367,0.0811485,0.05,0.174955,0.262197,0.319244,0.133986,0.163069,0.05,0.277471,0.05,0.05,0.228636,0.0547343,0.489319,0.05,0.126326,0.197596,11.462,0.05,1.79464,0.05,0.05,0.3,0.05,0.377346,0.659043,1.86,0.171215,0.215482,4.61508,1.94115,-9.5,4.19096,0.113411,0.20303,0.0861513,0.05,0.548002,0.139604,0.05,0.71964,0.181272,0.408957,0.05,6.36211,2.06113,0.05,0.05,0.05,3.88061,3.14066,4.32999,1.77419,0.0798838,0.336484,0.05,0.12197,0.366009,0.175191,0.207884,0.05,0.440467,0.05,0.05,0.112296,0.05,0.0932201,0.43,0.354638,0.05,0.236411,0.165205,0.147591,7.18333,0.324195,0.05,1.67182,1.11667,0.384595,0.369125,0.384711,0.609988,0.292883,0.513888,0.135143,0.535252,0.347735,0.109036,0.0924868,1.54116,3.21413,0.294703,0.757931,1.13276,0.802404,0.736667,0.22006,0.777941,0.05,0.05,0.990367,0.321299,0.240388,0.906612,1.72333,0.659343,0.671355,1.59939,0.511902,1.24202,2.91828,0.35,1.06297,4.76333,0.05,1.20507,1.64027,0.35142,0.05,1.31555,0.05,1.29605,0.638557,0.362311,0.484061,5.31512,1.53207,2.71082,0.76753,0.0948186,1.77063,0.05,1.88316,2.48633,0.05,2.38357,0.05,15.26,0.514382,0.624557,0.261115,2.84746,9.98667,0.05,1.201,1.61995,1.06577,0.05,0.05,1.08039,0.813842,0.05,8.20667,0.05,0.573925,0.24005,0.288997,0.05,0.188911,2.71333,0.159386,0.346063,0.644835,0.233978,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2636,15.1133,0.05,0.05,0.0566199,0.0694545,0.325957,0.0505928,0.0548713,0.05,0.0717015,0.05,0.05,0.0645172,0.05,0.462713,0.05,0.05,0.19674,12.7128,0.05,1.99049,0.05,0.05,0.3,0.05,0.377346,0.661698,1.68227,0.16978,0.218063,4.20953,1.77057,-9.5,4.14916,0.263218,0.491672,0.179288,0.05,0.53593,0.338075,0.05,0.663844,0.43898,0.42782,0.05,3.33104,1.07915,0.05,0.05,0.05,2.03179,1.64437,2.26708,0.928923,0.0656501,0.249263,0.05,0.0948679,0.271135,0.131815,0.154512,0.05,0.326293,0.05,0.05,0.088152,0.05,0.0749085,0.43,0.083054,0.05,0.065661,0.0551855,0.0525942,9.65,0.0785752,0.05,1.61087,1.12,0.386875,0.355667,0.370685,0.587749,0.282205,0.495153,0.135143,0.515738,0.335057,0.109036,0.0924868,1.45736,3.03936,0.292677,0.71672,1.07116,0.80326,0.73,0.204993,0.724678,0.05,0.05,0.92256,0.2993,0.223929,0.844539,1.72667,0.602916,0.6139,1.46251,0.545575,1.13573,2.66184,0.35,1.14711,4.8,0.05,1.30045,1.7701,0.350525,0.05,1.41968,0.05,1.39864,0.6891,0.355197,0.522375,5.25608,1.65333,2.69564,0.828282,0.205974,1.63335,0.05,1.73715,2.29355,0.05,2.19877,0.05,15.2833,0.538108,0.653365,0.273051,1.49086,10.0133,0.05,1.25889,1.6516,1.11714,0.05,0.05,1.13247,0.853073,0.05,7.71,0.05,0.425157,0.177826,0.292812,0.05,0.14134,2.7,0.120843,0.373455,0.695875,0.230833,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2637,13.8633,0.05,0.05,0.05,0.05,0.327546,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.439084,0.05,0.05,0.194614,13.7821,0.05,2.1579,0.05,0.05,0.3,0.05,0.377346,0.659699,1.56547,0.164838,0.211262,4.22421,1.77675,-9.5,4.01519,0.276972,0.517657,0.18836,0.05,0.528823,0.355943,0.05,0.624138,0.46218,0.563636,0.05,3.6714,1.18942,0.05,0.05,0.05,2.23939,1.81239,2.49872,1.02384,0.109817,0.596421,0.05,0.194035,0.648754,0.300534,0.365955,0.05,0.780732,0.05,0.05,0.174677,0.05,0.136504,0.43,0.05,0.05,0.05,0.05,0.05,12.1067,0.05,0.05,1.52858,1.12,0.38613,0.337498,0.351749,0.557724,0.267789,0.469859,0.135143,0.489392,0.317942,0.109036,0.0924868,1.38294,2.88416,0.297226,0.680121,1.01647,0.805386,0.733333,0.190988,0.675166,0.05,0.05,0.859528,0.278851,0.20863,0.786837,1.73,0.571428,0.581839,1.38613,0.551223,1.07641,2.67112,0.35,1.12685,4.86667,0.05,1.27749,1.73884,0.349012,0.05,1.39461,0.05,1.37394,0.676932,0.361462,0.513151,5.1975,1.62414,2.54878,0.813656,0.216535,1.53565,0.05,1.63325,2.15637,0.05,2.06725,0.05,15.29,0.708936,0.860783,0.356646,1.64319,10,0.05,1.54073,1.68491,1.36725,0.05,0.05,1.38601,1.04406,0.05,7.57667,0.05,1.01729,0.425491,0.293025,0.05,0.327988,2.70667,0.268906,0.36686,0.683587,0.233187,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2638,13.87,0.05,0.05,0.05,0.05,0.332535,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.419451,0.05,0.05,0.197982,12.857,0.05,2.01305,0.05,0.05,0.3,0.05,0.865945,0.659603,1.4206,0.178773,0.215806,4.31292,1.81406,-9.5,4.03894,0.334086,0.631178,0.220358,0.05,0.516991,0.434,0.05,0.602598,0.563535,0.473092,0.05,4.48226,1.45211,0.05,0.05,0.05,2.73398,2.21267,3.05059,1.24996,0.14401,0.88246,0.05,0.274211,0.959892,0.438857,0.539998,0.05,1.15517,0.05,0.05,0.244283,0.05,0.185268,0.43,0.05,0.05,0.05,0.05,0.05,12.1067,0.05,0.05,1.4466,1.12,0.391184,0.319398,0.332884,0.527812,0.253426,0.444659,0.136482,0.463145,0.30089,0.110116,0.0934025,1.3211,2.75519,0.288526,0.649709,0.971015,0.802018,0.746667,0.176133,0.622653,0.05,0.05,0.792676,0.257163,0.192403,0.725639,1.74,0.526843,0.536441,1.27798,0.542118,0.992425,2.72721,0.35,0.9675,4.83667,0.05,1.09684,1.49295,0.348302,0.05,1.19739,0.05,1.17965,0.581205,0.373804,0.440585,5.20208,1.39446,2.42608,0.698594,0.256519,1.48265,0.05,1.57689,2.08195,0.05,1.99591,0.05,15.2967,0.59505,0.722504,0.299353,2.00611,9.98,0.05,1.22875,1.66623,1.0904,0.05,0.05,1.10536,0.83265,0.05,7.40333,0.05,1.50517,0.629555,0.291821,0.05,0.481301,2.71333,0.389961,0.314982,0.586919,0.235332,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2639,13.86,0.05,0.05,0.05,0.05,0.33265,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.396444,0.05,0.05,0.197897,12.6523,0.05,1.98101,0.05,0.05,0.3,0.05,0.865945,0.660255,1.41357,0.177496,0.219498,3.89384,1.63779,-9.5,4.07398,0.184279,0.342536,0.127222,0.05,0.51875,0.235529,0.05,0.577425,0.305827,0.443665,0.05,5.4157,1.75452,0.05,0.05,0.05,3.30334,2.67346,3.68588,1.51027,0.144767,0.887099,0.05,0.275652,0.964937,0.441164,0.542836,0.05,1.16124,0.05,0.05,0.245567,0.05,0.186242,0.43,0.05,0.05,0.05,0.05,0.05,12.0967,0.05,0.05,1.35049,1.12,0.392851,0.298176,0.310766,0.492744,0.236588,0.415115,0.135143,0.432373,0.280898,0.109036,0.0924868,1.24864,2.60407,0.294016,0.614072,0.917754,0.802103,0.763333,0.157459,0.556637,0.05,0.05,0.708633,0.229897,0.172004,0.648704,1.73667,0.492539,0.501512,1.19477,0.531578,0.927806,2.46221,0.35,0.728756,4.84,0.05,0.826177,1.12454,0.347994,0.05,0.901921,0.05,0.888554,0.437785,0.388418,0.331864,5.21605,1.05036,2.37309,0.526207,0.145363,1.42072,0.05,1.51101,1.99498,0.05,1.91253,0.05,15.2833,0.558038,0.677564,0.280733,2.42388,9.97333,0.05,1.12657,1.66325,0.999718,0.05,0.05,1.01343,0.763405,0.05,7.71667,0.05,1.51308,0.632864,0.290382,0.05,0.483831,2.71667,0.39201,0.237256,0.442089,0.235602,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
2640,13.86,0.05,0.05,0.05,0.05,0.32838,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.371894,0.05,0.05,0.198646,11.6984,0.05,1.83165,0.05,0.05,0.3,0.05,0.865945,0.662242,1.38071,0.178395,0.218383,3.78397,1.59158,-9.5,4.14883,0.107114,0.191135,0.0819982,0.05,0.523688,0.131425,0.05,0.669554,0.170651,0.420275,0.05,5.62737,1.82309,0.05,0.05,0.05,3.43245,2.77796,3.82994,1.5693,0.1006,0.58974,0.05,0.183252,0.641487,0.293284,0.360875,0.05,0.771986,0.05,0.05,0.163252,0.05,0.124646,0.43,0.05,0.05,0.05,0.05,0.05,12.1133,0.05,0.05,1.2845,1.12,0.392689,0.283608,0.295583,0.468668,0.225029,0.394833,0.132467,0.411247,0.267173,0.106877,0.0906554,1.17132,2.44282,0.291998,0.576046,0.860923,0.801354,0.77,0.141331,0.499623,0.05,0.05,0.636051,0.20635,0.154386,0.58226,1.73,0.466751,0.475254,1.13221,0.532442,0.879228,2.39274,0.35,0.620194,4.85,0.05,0.703103,0.957021,0.346728,0.05,0.767563,0.05,0.756187,0.372569,0.390887,0.282427,5.18103,0.89389,2.51175,0.447819,0.089984,1.64739,0.05,1.7521,2.31328,0.05,2.21768,0.05,15.2867,0.528617,0.641842,0.265933,2.51862,9.97,0.05,1.07241,1.5551,0.951658,0.05,0.05,0.964713,0.726705,0.05,7.54333,0.05,1.00589,0.420725,0.28451,0.05,0.321649,2.72333,0.260607,0.201912,0.376232,0.227361,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
