J_day,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173
774,15.0067,0.133903,0.05,0.377927,0.586225,0.519117,0.280111,0.349549,0.05,0.622693,0.05,0.05,0.506096,0.0706036,0.194213,0.05,0.260325,0.199159,4.42183,0.05,0.69234,0.05,0.05,28.8133,0.05,0.3,0.737792,3.39409,0.150563,0.239074,3.69433,1.55387,-9.5,4.1816,0.752591,1.41623,0.502071,0.05,0.44088,0.973803,0.05,0.237198,1.26445,0.513082,0.05,6.349,2.05688,0.05,0.05,0.05,3.87261,3.13419,4.32107,1.77054,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,0.806938,0.05,0.524659,0.354649,0.312593,27.1133,0.734251,0.05,0.168443,3.8,0.432022,0.054082,0.0549581,0.067621,0.05,0.0622192,0.136482,0.0634201,0.0528797,0.110116,0.0934025,0.611694,1.2757,0.282967,0.300827,0.449597,0.3,1.12,0.112258,0.396848,0.05,0.05,0.505211,0.163903,0.122628,0.462486,1.65667,0.470944,0.479524,1.14239,0.591944,0.887128,2.33606,5.42667,0.125494,6.79333,0.05,0.137814,0.175546,0.311196,0.05,0.147392,0.05,0.145702,0.0886967,0.382982,0.0753017,4.70935,0.166165,3.19441,0.0998788,0.581725,0.583612,0.05,0.620703,0.819511,0.05,0.785642,0.05,15.9867,0.64535,0.783577,0.324657,2.8416,15.01,0.05,1.06631,1.62588,0.946247,0.05,0.05,0.959227,0.722573,0.05,3.78,0.05,0.13108,0.0548258,0.312176,0.05,0.05,2.34667,0.05,0.0633373,0.089241,0.20588,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
775,15.03,0.104683,0.05,0.295428,0.458256,0.538137,0.218964,0.273244,0.05,0.486763,0.05,0.05,0.395618,0.0575256,0.184913,0.05,0.203498,0.198017,4.18937,0.05,0.655942,0.05,0.05,24.4067,0.05,0.3,0.731073,3.34061,0.158538,0.236674,4.77038,2.00647,-9.5,4.20553,0.722857,1.36005,0.482459,0.05,0.438009,0.935177,0.05,0.235382,1.2143,0.635316,0.05,5.31761,1.72274,0.05,0.05,0.05,3.24351,2.62505,3.61912,1.48292,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,0.630788,0.05,0.410129,0.277231,0.244356,27.12,0.573968,0.05,0.109848,3.8,0.442323,0.05,0.05,0.05,0.05,0.05,0.136482,0.05,0.05,0.110116,0.0934025,0.582404,1.21462,0.288576,0.286422,0.428068,0.3,1.12,0.108651,0.384094,0.05,0.05,0.488976,0.158635,0.118687,0.447623,1.66,0.44208,0.450134,1.07237,0.585177,0.832757,3.01648,6.61333,0.05,6.80667,0.05,0.05,0.05,0.31169,0.05,0.05,0.05,0.05,0.05,0.384688,0.05,4.7121,0.05,3.18399,0.05,0.558895,0.579142,0.05,0.61595,0.813234,0.05,0.779625,0.05,14.3067,0.799095,0.970253,0.402002,2.37998,16.6567,0.05,0.666717,1.59717,0.591647,0.05,0.05,0.599764,0.451794,0.05,3.84,0.05,0.13108,0.0548258,0.312955,0.05,0.05,2.35333,0.05,0.05,0.05,0.209498,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
776,13.3267,0.171511,0.05,0.48411,0.750931,0.55814,0.358811,0.447758,0.05,0.797645,0.05,0.05,0.648289,0.0859712,0.182193,0.05,0.333466,0.207535,4.03992,0.05,0.632542,0.05,0.05,20.89,0.05,0.3,0.729086,3.24221,0.157326,0.233997,6.02029,2.5322,-9.5,4.21172,0.400038,0.744545,0.275206,0.05,0.440872,0.511952,0.05,0.231489,0.664752,0.865449,0.05,5.1576,1.6709,0.05,0.05,0.05,3.14591,2.54605,3.51022,1.43829,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.03366,0.05,0.672068,0.454291,0.400419,25.6467,0.940546,0.05,0.106138,3.8,0.44564,0.05,0.05,0.05,0.05,0.05,0.136482,0.05,0.05,0.110116,0.0934025,0.573835,1.19675,0.288248,0.282208,0.42177,0.3,1.11667,0.104194,0.368341,0.05,0.05,0.46892,0.152129,0.113819,0.429264,1.81333,0.392194,0.399339,0.951357,0.607955,0.738784,3.80685,7.15333,0.0830452,6.80333,0.05,0.0896908,0.110044,0.310185,0.05,0.0948576,0.05,0.0939458,0.0631967,0.397766,0.0559714,4.77683,0.104983,3.09437,0.0692284,0.314897,0.569564,0.05,0.605763,0.799785,0.05,0.766732,0.05,10.97,1.08855,1.32171,0.547621,2.30837,18.28,0.05,0.497915,1.66123,0.441851,0.05,0.05,0.447913,0.337407,0.05,3.87333,0.05,0.13108,0.0548258,0.311223,0.05,0.05,2.35333,0.05,0.05,0.0634903,0.212662,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
777,15.0133,0.171511,0.05,0.453855,0.694815,0.581096,0.3407,0.421026,0.05,0.737,0.05,0.05,0.60212,0.0859712,0.198486,0.05,0.317812,0.219495,4.9432,0.05,0.773971,0.05,0.05,18.7333,0.05,0.3,0.73652,3.38934,0.179468,0.241983,8.53473,3.5898,-9.5,4.56686,0.810236,1.52514,0.540093,0.05,0.445355,1.04869,0.05,0.240053,1.36169,0.793014,0.05,5.53466,1.79306,0.05,0.05,0.05,3.3759,2.73219,3.76684,1.54344,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,0.950136,0.05,0.623595,0.426926,0.378275,27.1133,0.866051,0.05,0.126037,3.8,0.46794,0.05,0.05,0.0535022,0.05,0.0503247,0.136482,0.0510311,0.05,0.110116,0.0934025,0.625153,1.30377,0.310656,0.307445,0.459489,0.3,1.11667,0.111197,0.393097,0.05,0.05,0.500436,0.162353,0.121469,0.458114,1.81667,0.421417,0.429094,1.02224,0.68211,0.793832,5.39682,7.02,0.225738,6.8,0.05,0.253687,0.339284,0.305309,0.05,0.275417,0.05,0.271582,0.142262,0.399873,0.111874,5.24343,0.318002,3.31962,0.167629,0.625986,0.590635,0.05,0.628174,0.829373,0.05,0.795098,0.05,10.95,0.997445,1.21109,0.50413,2.47712,19.9433,0.05,0.51944,1.77044,0.460952,0.05,0.05,0.467276,0.351993,0.05,3.83667,0.05,0.13108,0.0548258,0.315745,0.05,0.05,2.35333,0.05,0.0852147,0.143497,0.23831,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
778,16.6267,0.17782,0.05,0.471668,0.722446,0.591917,0.353903,0.437502,0.05,0.766351,0.05,0.05,0.625975,0.088795,0.267247,0.05,0.330082,0.222639,6.11637,0.05,0.957658,0.05,0.05,15.6233,0.05,0.3,0.75202,3.42775,0.182207,0.238144,9.27538,3.90132,-9.5,4.79889,1.26878,2.39145,0.842542,0.05,0.440162,1.64437,0.05,0.271974,2.13515,0.531945,0.05,6.22085,2.01536,0.05,0.05,0.05,3.79445,3.07093,4.23386,1.7348,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,0.98817,0.05,0.648324,0.443642,0.393009,28.59,0.900659,0.05,0.375683,3.8,0.467631,0.0962647,0.0989219,0.140831,0.0832663,0.12127,0.136482,0.125618,0.092618,0.110116,0.0934025,0.841722,1.75543,0.322982,0.413952,0.618667,0.3,1.11333,0.144302,0.510125,0.05,0.05,0.649421,0.210688,0.157631,0.594499,1.82,0.604128,0.615134,1.46545,0.706763,1.13801,5.86516,6.62667,0.299142,6.82333,0.05,0.339132,0.461605,0.295571,0.05,0.370223,0.05,0.364736,0.179703,0.402978,0.136225,5.4355,0.431155,3.31745,0.215999,0.978066,0.669174,0.05,0.711704,0.939658,0.05,0.900824,0.05,12.61,0.669076,0.812385,0.338937,2.78424,19.9967,0.05,1.31997,1.7855,1.17135,0.05,0.05,1.18742,0.894464,0.05,3.92333,0.05,0.13108,0.0548258,0.313299,0.05,0.05,2.36,0.05,0.0978717,0.18147,0.251717,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
779,18.3867,0.192539,0.05,0.513226,0.786909,0.615529,0.384704,0.475939,0.05,0.834823,0.05,0.05,0.681626,0.0953829,0.372776,0.05,0.358708,0.221316,6.8755,0.05,1.07652,0.05,0.05,12.71,0.05,0.3,0.735353,3.39394,0.19718,0.231709,10.2771,4.32265,-9.5,4.94389,1.771,3.34588,1.16812,0.05,0.410579,2.30064,0.05,0.30104,2.9873,0.385566,0.05,6.09448,1.97442,0.05,0.05,0.05,3.71737,3.00855,4.14785,1.69956,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.0769,0.05,0.706017,0.48264,0.427382,29.9633,0.981399,0.05,0.666928,3.8,0.464931,0.151714,0.157416,0.243338,0.12382,0.205001,0.136482,0.213524,0.143888,0.110116,0.0934025,1.1741,2.44861,0.334147,0.577412,0.862963,0.3,1.11333,0.19502,0.68942,0.05,0.05,0.877673,0.284738,0.213034,0.803448,1.82,0.757463,0.771262,1.8374,0.705042,1.42685,6.49857,5.78667,0.295611,6.84333,0.05,0.335128,0.456156,0.286566,0.05,0.365853,0.05,0.360431,0.177582,0.402396,0.134617,5.57007,0.426066,3.24638,0.213449,1.35981,0.740689,0.05,0.787764,1.04008,0.05,0.997095,0.05,14.3,0.484961,0.588835,0.246314,2.72768,20.0467,0.05,1.43884,1.73992,1.27683,0.05,0.05,1.29435,0.975015,0.05,4.03333,0.05,0.13108,0.0548258,0.313214,0.05,0.05,2.36667,0.05,0.0978717,0.179328,0.270799,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
780,15.0333,0.30359,0.05,0.857159,1.32959,0.592245,0.635306,0.792794,0.05,1.4123,0.05,0.05,1.14785,0.13588,0.452232,0.05,0.590431,0.215459,7.43392,0.05,1.16395,0.05,0.05,11.2733,0.05,0.3,0.696595,2.99102,0.171393,0.18211,10.7607,4.52608,-9.5,4.53719,1.47658,2.78966,0.973932,0.05,0.357207,1.91818,0.05,0.308047,2.49069,0.867712,0.05,5.16768,1.67417,0.05,0.05,0.05,3.15206,2.55103,3.51708,1.4411,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.83018,0.05,1.18995,0.804361,0.708976,26.98,1.66532,0.05,0.939585,3.8,0.440934,0.207452,0.216212,0.34282,0.164603,0.288811,0.136482,0.300818,0.195431,0.110116,0.0934025,1.42435,2.97052,0.320505,0.700486,1.0469,0.3,1.11,0.241493,0.85371,0.05,0.05,1.08683,0.352592,0.263801,0.994912,1.82,0.837171,0.852423,2.03075,0.628731,1.577,6.8044,4.99,0.331008,6.81333,0.05,0.375258,0.510779,0.278974,0.05,0.409661,0.05,0.40359,0.198846,0.399742,0.150736,5.10079,0.477085,2.69877,0.239008,1.13375,0.757929,0.05,0.8061,1.06429,0.05,1.0203,0.05,10.9867,1.0914,1.32517,0.549053,2.31288,20.0667,0.05,1.31959,1.58932,1.17101,0.05,0.05,1.18707,0.894205,0.05,3.97333,0.05,0.13108,0.0548258,0.305255,0.05,0.05,2.35,0.05,0.109396,0.200801,0.25385,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
781,13.3667,0.312581,0.05,0.882544,1.36897,0.586671,0.65412,0.816273,0.05,1.45413,0.05,0.05,1.18185,0.139904,0.463636,0.05,0.607917,0.219776,6.89124,0.05,1.07898,0.05,0.05,11.5867,0.05,0.3,0.662612,2.80873,0.167558,0.146987,11.2455,4.72996,-9.5,4.14541,1.04644,1.97701,0.690218,0.05,0.308318,1.3594,0.05,0.287545,1.76513,0.860922,0.05,4.09863,1.32783,0.05,0.05,0.05,2.49999,2.02329,2.78949,1.14298,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.88438,0.05,1.2252,0.828183,0.729973,25.4733,1.71464,0.05,0.946762,3.8,0.443981,0.209037,0.217863,0.345439,0.165861,0.291017,0.136482,0.303116,0.196924,0.110116,0.0934025,1.46027,3.04543,0.309209,0.71815,1.0733,0.3,1.11,0.263775,0.932479,0.05,0.05,1.1871,0.385125,0.288141,1.08671,1.82333,0.748708,0.762348,1.81617,0.602041,1.41036,7.11092,4.5,0.417583,6.76333,0.05,0.473406,0.644372,0.274012,0.05,0.516808,0.05,0.509148,0.250854,0.399722,0.190161,4.7946,0.601865,2.39581,0.301521,0.803481,0.707486,0.05,0.75245,0.993455,0.05,0.952398,0.05,9.29333,1.08286,1.3148,0.5471,1.83441,19.9533,0.05,0.739465,1.54995,0.656204,0.05,0.05,0.665206,0.501091,0.05,3.81667,0.05,0.13108,0.0548258,0.299016,0.05,0.05,2.33333,0.05,0.137581,0.25332,0.244194,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
782,13.3433,0.226022,0.05,0.638152,0.989876,0.580112,0.472983,0.590233,0.05,1.05145,0.05,0.05,0.854572,0.10487,0.448801,0.05,0.439575,0.216543,7.1736,0.05,1.12319,0.05,0.05,10.58,0.05,0.3,0.663293,2.80588,0.153954,0.128283,10.9039,4.58628,-9.5,3.95564,0.875327,1.65373,0.577353,0.05,0.297897,1.13711,0.05,0.269638,1.4765,0.587781,0.05,4.69169,1.51996,0.05,0.05,0.05,2.86172,2.31606,3.19312,1.30836,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.36256,0.05,0.885918,0.598845,0.527831,25.59,1.23982,0.05,0.868878,3.8,0.447454,0.191841,0.199941,0.317022,0.152216,0.267077,0.136482,0.27818,0.180724,0.110116,0.0934025,1.41355,2.94798,0.310536,0.695171,1.03896,0.3,1.11,0.264836,0.93623,0.05,0.05,1.19188,0.386674,0.2893,1.09108,1.82667,0.671921,0.684162,1.6299,0.603769,1.26571,6.89491,4.5,0.465263,6.72,0.05,0.527461,0.717947,0.272461,0.05,0.575818,0.05,0.567284,0.279497,0.397994,0.211874,4.64169,0.670587,2.33431,0.335949,0.672095,0.663427,0.05,0.705592,0.931588,0.05,0.893088,0.05,9.29667,0.739305,0.897657,0.374267,2.09984,19.9,0.05,0.688086,1.57076,0.61061,0.05,0.05,0.618986,0.466274,0.05,3.64667,0.05,0.13108,0.0548258,0.290992,0.05,0.05,2.30333,0.05,0.151472,0.282245,0.234819,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
783,13.3733,0.231932,0.05,0.654838,1.01576,0.590934,0.48535,0.605665,0.05,1.07894,0.05,0.05,0.876916,0.107515,0.528078,0.05,0.451068,0.216852,6.1819,0.05,0.967918,0.05,0.05,10.35,0.05,0.3,0.691117,2.96749,0.160008,0.14799,9.51089,4.00038,-9.5,3.9638,1.14225,2.15802,0.753412,0.05,0.318669,1.48386,0.05,0.269379,1.92674,0.62928,0.05,5.3607,1.7367,0.05,0.05,0.05,3.26979,2.64631,3.64844,1.49493,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.39819,0.05,0.909081,0.614502,0.541632,25.59,1.27224,0.05,0.885364,3.8,0.457523,0.195481,0.203735,0.323037,0.155105,0.272145,0.136482,0.283458,0.184153,0.110116,0.0934025,1.66324,3.46872,0.309514,0.817967,1.22248,0.3,1.11,0.260804,0.921977,0.05,0.05,1.17373,0.380787,0.284895,1.07447,1.83,0.639804,0.651461,1.55199,0.607323,1.20521,6.01408,4.5,0.328846,6.73333,0.05,0.372807,0.507442,0.275123,0.05,0.406985,0.05,0.400953,0.197547,0.400787,0.149751,4.73336,0.473968,2.34932,0.237447,0.877046,0.662789,0.05,0.704913,0.930691,0.05,0.892228,0.05,9.27333,0.791502,0.961035,0.400526,2.39927,19.82,0.05,1.14983,1.64281,1.02036,0.05,0.05,1.03436,0.779167,0.05,3.74333,0.05,0.13108,0.0548258,0.284865,0.05,0.05,2.32333,0.05,0.10706,0.199489,0.239109,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
784,15.0967,0.179246,0.05,0.475696,0.728694,0.579456,0.356888,0.441227,0.05,0.772988,0.05,0.05,0.631369,0.0931419,0.845841,0.05,0.332857,0.213283,6.1014,0.05,0.955314,0.05,0.05,10.2833,0.05,0.3,0.725434,3.09589,0.163179,0.18608,8.75518,3.68252,-9.5,4.15493,1.13497,2.14426,0.748609,0.05,0.368519,1.4744,0.05,0.294292,1.91446,0.62928,0.05,4.87045,1.57787,0.05,0.05,0.05,2.97076,2.4043,3.31478,1.35821,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,0.996771,0.05,0.653916,0.447422,0.396341,27.1133,0.908485,0.05,1.0937,3.8,0.452006,0.241479,0.251675,0.39905,0.191602,0.336182,0.136482,0.350158,0.227486,0.110116,0.0934025,2.66407,5.55597,0.310856,1.31017,1.95809,0.3,1.11,0.260804,0.921977,0.05,0.05,1.17373,0.380787,0.284895,1.07447,1.82333,0.637223,0.648832,1.54573,0.616096,1.20035,5.53622,4.5,0.235504,6.74667,0.05,0.266987,0.363407,0.286736,0.05,0.291464,0.05,0.287145,0.141474,0.396644,0.107245,4.85262,0.339434,2.4815,0.170049,0.871454,0.724087,0.05,0.770107,1.01677,0.05,0.974747,0.05,10.9733,0.791502,0.961035,0.400526,2.17985,19.8767,0.05,1.60354,1.67956,1.42299,0.05,0.05,1.44251,1.08662,0.05,3.69,0.05,0.13108,0.0548258,0.287488,0.05,0.05,2.35,0.05,0.0766714,0.142865,0.240251,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
785,15.0533,0.214265,0.05,0.574567,0.882059,0.568962,0.430169,0.532674,0.05,0.935893,0.05,0.05,0.763771,0.105107,1.1047,0.05,0.400962,0.212226,4.7535,0.05,0.74427,0.05,0.05,11.71,0.05,0.3,0.738175,3.17587,0.167581,0.213931,8.97543,3.77516,-9.5,4.19243,1.24399,2.35022,0.820515,0.05,0.405745,1.61602,0.05,0.333479,2.09835,0.768869,0.05,5.65726,1.83278,0.05,0.05,0.05,3.45068,2.79271,3.85028,1.57763,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.20788,0.05,0.791174,0.540203,0.478119,27.1,1.10058,0.05,1.37122,3.8,0.450926,0.302753,0.315537,0.500307,0.24022,0.421487,0.136482,0.439009,0.28521,0.110116,0.0934025,3.47937,7.2563,0.296169,1.71113,2.55734,0.3,1.11,0.265261,0.937731,0.05,0.05,1.19379,0.387294,0.289763,1.09283,1.81333,0.660601,0.672636,1.60244,0.606092,1.24439,5.67549,4.7,0.15831,6.76333,0.05,0.177245,0.235236,0.295502,0.05,0.191967,0.05,0.189369,0.101756,0.399799,0.0811689,4.81501,0.220818,2.72358,0.118942,0.95516,0.820504,0.05,0.872652,1.15216,0.05,1.10454,0.05,10.98,0.967075,1.17421,0.488852,2.532,23.0767,0.05,1.53605,1.68461,1.3631,0.05,0.05,1.3818,1.04089,0.05,3.59667,0.05,0.13108,0.0548258,0.297427,0.05,0.05,2.37667,0.05,0.0627804,0.102592,0.233337,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
786,16.68,0.187855,0.05,0.500001,0.766395,0.556501,0.374902,0.463707,0.05,0.813033,0.05,0.05,0.663916,0.0932865,1.19695,0.05,0.349599,0.209645,3.46456,0.05,0.542457,0.05,0.05,12.6633,0.05,0.3,0.756817,3.27115,0.167905,0.22581,9.25866,3.89429,-9.5,4.17056,1.04407,1.97252,0.688651,0.05,0.435671,1.35631,0.05,0.36514,1.76112,0.527418,0.05,6.48541,2.10107,0.05,0.05,0.05,3.95582,3.20153,4.41392,1.80858,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.04867,0.05,0.687658,0.470229,0.416444,28.5333,0.955705,0.05,1.53225,3.8,0.449113,0.338307,0.352592,0.559061,0.26843,0.470984,0.136482,0.490564,0.318703,0.110116,0.0934025,3.76992,7.86225,0.290961,1.85402,2.7709,0.3,1.11,0.269293,0.951984,0.05,0.05,1.21193,0.39318,0.294168,1.10944,1.80667,0.674052,0.686332,1.63507,0.614942,1.26973,5.85458,4.93333,0.267806,6.77667,0.05,0.301379,0.404199,0.30571,0.05,0.327481,0.05,0.322874,0.167533,0.387813,0.131032,4.71257,0.378635,3.04471,0.198005,0.801657,0.898404,0.05,0.955503,1.26154,0.05,1.20941,0.05,12.6533,0.663382,0.805471,0.336072,2.90265,26.3167,0.05,0.91029,1.7036,0.807794,0.05,0.05,0.818875,0.616848,0.05,3.58333,0.05,0.13108,0.0548258,0.304552,0.05,0.05,2.32333,0.05,0.0984282,0.169017,0.223553,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
787,15.07,0.244984,0.05,0.691691,1.07292,0.561748,0.512665,0.639751,0.05,1.13967,0.05,0.05,0.926268,0.109649,1.01238,0.05,0.476453,0.207481,3.14076,0.05,0.491758,0.05,0.05,13.3667,0.05,0.3,0.696465,3.34586,0.158862,0.231555,9.82739,4.1335,-9.5,4.17838,1.39556,2.63658,0.92049,0.05,0.442218,1.81292,0.05,0.367995,2.35402,0.713033,0.05,9.40784,3.04785,0.05,0.05,0.05,5.73837,4.64419,6.40289,2.62355,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.47687,0.05,0.960243,0.649086,0.572114,27.01,1.34384,0.05,1.47369,3.8,0.447955,0.325378,0.339117,0.537695,0.258172,0.452985,0.136482,0.471817,0.306524,0.110116,0.0934025,3.18859,6.64988,0.287407,1.56812,2.34362,0.3,1.10667,0.266322,0.941482,0.05,0.05,1.19856,0.388843,0.290923,1.0972,1.71667,0.687886,0.700418,1.66863,0.60434,1.29579,6.21422,5.00333,0.201169,6.78667,0.05,0.223605,0.29232,0.308889,0.05,0.241049,0.05,0.237971,0.134157,0.386875,0.109763,4.68007,0.275236,3.22626,0.154521,1.07154,0.905428,0.05,0.962973,1.27141,0.05,1.21886,0.05,11.0033,0.896846,1.08894,0.451178,4.21063,29.4767,0.05,0.697149,1.71995,0.618652,0.05,0.05,0.627139,0.472415,0.05,3.65667,0.05,0.13108,0.0548258,0.306971,0.05,0.05,2.30333,0.05,0.0879742,0.135148,0.220039,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
788,15.08,0.248517,0.05,0.701665,1.08839,0.547319,0.520057,0.648976,0.05,1.1561,0.05,0.05,0.939624,0.11123,0.82936,0.05,0.483323,0.206995,4.5044,0.05,0.705268,0.05,0.05,12.1133,0.05,0.3,0.64925,3.31037,0.1549,0.233549,9.61372,4.04363,-9.5,4.12721,1.07675,2.03426,0.710207,0.05,0.433684,1.39877,0.05,0.360469,1.81625,0.620226,0.05,8.02853,2.601,0.05,0.05,0.05,4.89705,3.96329,5.46415,2.23891,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.49817,0.05,0.974089,0.658445,0.580364,27.0067,1.36322,0.05,1.33045,3.8,0.442824,0.293752,0.306155,0.485432,0.233078,0.408956,0.136482,0.425957,0.27673,0.110116,0.0934025,2.61216,5.44772,0.286184,1.28464,1.91994,0.3,1.10667,0.259743,0.918226,0.05,0.05,1.16896,0.379238,0.283736,1.0701,1.72,0.677674,0.69002,1.64386,0.5986,1.27655,6.0791,4.74333,0.201169,6.77667,0.05,0.223605,0.29232,0.310965,0.05,0.241049,0.05,0.237971,0.134157,0.387203,0.109763,4.62232,0.275236,3.19057,0.154521,0.82675,0.886911,0.05,0.943279,1.24541,0.05,1.19394,0.05,10.9767,0.780114,0.947207,0.392454,3.5933,29.48,0.05,1.09437,1.70289,0.971145,0.05,0.05,0.984467,0.741586,0.05,3.75,0.05,0.13108,0.0548258,0.303673,0.05,0.05,2.29,0.05,0.0879742,0.135148,0.217249,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
789,15.1,0.210425,0.05,0.594116,0.921568,0.544695,0.440345,0.549503,0.05,0.978897,0.05,0.05,0.795602,0.0941813,0.706781,0.05,0.409241,0.209765,5.37528,0.05,0.841623,0.05,0.05,10.5267,0.05,0.3,0.569667,3.29774,0.155139,0.238866,8.37388,3.52214,-9.5,4.13897,1.75986,3.32485,1.16078,0.05,0.418553,2.28618,0.05,0.363064,2.96852,0.443665,0.05,8.16313,2.6446,0.05,0.05,0.05,4.97915,4.02974,5.55575,2.27644,0.05,0.0768505,0.05,0.05,0.0835938,0.05,0.05,0.05,0.1006,0.05,0.05,0.05,0.05,0.05,0.3,1.26854,0.05,0.824784,0.557521,0.491407,27.04,1.15427,0.05,1.19874,3.8,0.438426,0.264672,0.275848,0.437377,0.210005,0.368471,0.136482,0.38379,0.249335,0.110116,0.0934025,2.22608,4.64255,0.283638,1.09477,1.63618,0.3,1.10667,0.253165,0.89497,0.05,0.05,1.13935,0.369633,0.27655,1.043,1.72,0.652964,0.66486,1.58392,0.591628,1.23,5.29511,4.38667,0.178576,6.76667,0.05,0.197992,0.257457,0.309259,0.05,0.213088,0.05,0.210424,0.120585,0.399969,0.0994745,4.6736,0.242672,3.17632,0.138207,1.35126,0.893296,0.05,0.95007,1.25437,0.05,1.20253,0.05,10.99,0.558038,0.677564,0.280733,3.65354,29.47,0.05,1.27788,1.71568,1.13399,0.05,0.05,1.14955,0.865939,0.05,3.74,0.05,0.13108,0.0548258,0.303877,0.05,0.05,2.33,0.05,0.0806188,0.121442,0.218202,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
