time,atemp,dtemp,windspd,solrad,cloud
0,-5.8,-10.4,1.1,0.01,0
0.0417,-6.4,-10.6,0.4,0.01,0
0.0833,-6.7,-10.3,1.4,0.01,0
0.125,-7,-9.7,1,0.01,0
0.1667,-7.5,-10.5,1.6,0.01,0
0.2083,-8,-10.5,1.2,0.01,0
0.25,-8.5,-11.1,1.3,0.01,0
0.2917,-8.8,-11.4,1.4,0.01,0
0.3333,-8.5,-11.4,2.1,0.01,0.2
0.375,-7,-10.5,0.9,0.26,1
0.4167,-5.3,-10.1,1,0.88,0.6
0.4583,-3.1,-9.3,0.6,1.2,1
0.5,-1.3,-7.2,1.1,0.84,0.6
0.5417,1.3,-5.8,1.5,1.66,0.6
0.5833,3.4,-4.5,1.5,1.61,0.6
0.625,2.8,-3.5,1.9,0.82,1
0.6667,2.9,-2.2,1.1,0.58,1
0.7083,2.6,-2.5,1.9,0.31,1
0.75,1.7,-2.6,1.9,0.01,0.6
0.7917,1.6,-4.6,2,0.01,0.6
0.8333,0.6,-4.8,0.8,0.01,0.6
0.875,-0.3,-4.5,1,0.01,0.6
0.9167,-0.6,-3.9,0.2,0.01,0.6
0.9583,-1.4,-4,0.3,0.01,0.6
1,-1.2,-4.8,0.2,0.01,0.7
1.0417,-2,-5.3,0.9,0.01,0.7
1.0833,-0.4,-5,1.5,0.01,0.7
1.125,0.1,-5.1,1.6,0.01,0.8
1.1667,0.2,-2.8,1.9,0.01,1
1.2083,-0.2,-1.9,2.9,0.01,1
1.25,-2.1,-6.4,4.2,0.01,0.7
1.2917,-4.1,-10.7,4.4,0.01,0.4
1.3333,-5.1,-12.9,3.5,0.02,0.3
1.375,-4.9,-15,3.9,0.35,0.4
1.4167,-4.4,-16,3.2,1.03,0
1.4583,-3.2,-16.1,2.7,1.59,0
1.5,-2.9,-16.6,3.7,1.95,0
1.5417,-2.4,-16.8,4.3,2.1,0
1.5833,-1.9,-16,3.3,1.97,0
1.625,-2.2,-15.9,5,1.62,0
1.6667,-2.1,-16.2,4.3,1.08,0.1
1.7083,-3.5,-16.7,4.2,0.43,0.2
1.75,-4.3,-15.9,2.9,0.02,0.2
1.7917,-5.2,-17,3.7,0.02,0.2
1.8333,-5.9,-16.7,3.1,0.02,0.2
1.875,-6.6,-17.4,2.9,0.02,0
1.9167,-7.3,-18.3,4.2,0.02,0
1.9583,-7.9,-19.1,3.4,0.02,0
2,-8.4,-18.7,3.4,0.02,0
2.0417,-8.5,-18.3,3,0.02,0
2.0833,-8.7,-18,2.2,0.02,0
2.125,-8.9,-17.4,2.2,0.02,0
2.1667,-9,-17.7,3.5,0.02,0
2.2083,-9.4,-17.9,2.6,0.02,0
2.25,-9.8,-18.5,3,0.02,0
2.2917,-10.2,-19.3,3.9,0.02,0
2.3333,-10.2,-20.1,3.8,0.03,0
2.375,-10,-21.9,5.2,0.46,0
2.4167,-8.8,-22.5,4.3,1.13,0
2.4583,-8.1,-23.4,5.3,1.72,0
2.5,-6.6,-22.5,4.2,2.08,0
2.5417,-5.9,-22.3,5.3,2.2,0
2.5833,-5.4,-22.3,4.3,2.09,0
2.625,-4.6,-20.8,3.8,1.72,0
2.6667,-4.9,-21.9,3.6,1.14,0.1
2.7083,-5.9,-21.5,3.4,0.37,0.1
2.75,-6.4,-21.5,4.5,0.03,0.1
2.7917,-7,-20.6,2.8,0.03,0.1
2.8333,-7.2,-20.7,2.7,0.03,0.1
2.875,-7.5,-20,2.5,0.03,0
2.9167,-8,-19.5,1.4,0.03,0
2.9583,-8.4,-19.6,1.9,0.03,0
3,-8.8,-19.4,1.3,0.03,0
3.0417,-8.9,-18.9,2.5,0.03,0
3.0833,-9.2,-18.2,1.8,0.03,0
3.125,-9.4,-17.9,1.2,0.03,0
3.1667,-9.4,-17.9,1.4,0.03,0
3.2083,-9.7,-17.5,0.9,0.03,0
3.25,-9.8,-17.3,1.4,0.03,0
3.2917,-11.6,-16.6,0.4,0.03,0
3.3333,-10.1,-17.6,2.1,0.03,0
3.375,-8.4,-19.3,2.5,0.46,0
3.4167,-7.5,-21.3,3.2,1.12,0
3.4583,-5.4,-21,3,1.69,0
3.5,-4.2,-22.3,2.9,2.07,0
3.5417,-3.3,-22,2.8,2.2,0
3.5833,-1.7,-21.2,3,2.07,0
3.625,-1,-21.7,2.2,1.75,0
3.6667,-0.3,-20.6,1.5,1.17,0
3.7083,-1.9,-20.8,2.3,0.49,0
3.75,-2.9,-20.2,1.7,0.03,0
3.7917,-3.6,-19.5,2.6,0.03,0
3.8333,-4.4,-19.4,1.6,0.03,0
3.875,-4.6,-19.5,1.9,0.03,0
3.9167,-5.3,-19,1.6,0.03,0
3.9583,-6,-17.1,1.1,0.03,0
4,-7.1,-16.2,1.1,0.03,0
4.0417,-7.8,-16.1,0.6,0.03,0
4.0833,-9.4,-17.2,1.3,0.03,0
4.125,-9.7,-16.4,0.9,0.03,0
4.1667,-10.1,-16,1.3,0.03,0
4.2083,-9.4,-15.9,0.8,0.03,0
4.25,-9,-15.9,1.1,0.03,0.3
4.2917,-9.5,-15.6,0.5,0.03,0.6
4.3333,-9.9,-15.8,1,0.02,0.3
4.375,-6.5,-18.8,1.5,0.38,0
4.4167,-4,-19.4,2.9,1.12,0
4.4583,-2.5,-17.7,3.8,1.67,0
4.5,-0.5,-14.4,4.9,2.01,0
4.5417,0.4,-13.6,5.1,2.13,0
4.5833,1.1,-13,4.4,1.97,0.3
4.625,1.9,-12.7,2.9,1.52,0.4
4.6667,1.6,-12.2,3.3,0.9,0.5
4.7083,0.5,-11.5,2.6,0.49,0.2
4.75,-0.4,-11.1,3.2,0.03,0
4.7917,-0.9,-10.5,3.1,0.03,0
4.8333,-1.5,-10,2.2,0.03,0
4.875,-1.7,-10.5,3,0.03,0
4.9167,-2.3,-10.3,1.8,0.03,0
4.9583,-2.3,-10.8,2.3,0.03,0
5,-2.5,-10,2.6,0.03,0
5.0417,-3,-9.9,2.1,0.03,0
5.0833,-3,-9.6,2.4,0.03,0
5.125,-3,-9.6,1.9,0.03,0.2
5.1667,-3,-9.4,2.1,0.03,0.3
5.2083,-3.1,-9.5,1.5,0.03,0.4
5.25,-3.5,-9.3,1.2,0.03,0.4
5.2917,-4.3,-8.7,1.3,0.03,0.5
5.3333,-3.5,-9.7,0.3,0.03,0.6
5.375,-1.9,-10.4,1.3,0.37,0.6
5.4167,-1.2,-10.8,2.5,0.83,0.3
5.4583,0.4,-11.9,2.4,1.34,0.3
5.5,1.4,-13.5,2,2.01,0.5
5.5417,1.9,-15.1,4,1.98,0.5
5.5833,2.3,-14.8,3.8,1.69,0.7
5.625,2.3,-13.9,2.5,0.85,0.8
5.6667,3.6,-15.1,1.5,0.83,0.7
5.7083,1.9,-16.1,1.8,0.36,0.3
5.75,0.5,-15.1,1.3,0.03,0
5.7917,-0.3,-15.8,1.8,0.03,0
5.8333,-1,-16.8,1.4,0.03,0
5.875,-1.5,-17.6,1.7,0.03,0
5.9167,-2,-18.1,2,0.03,0
5.9583,-2,-18.9,2.9,0.03,0
6,-2.7,-17.9,2.5,0.03,0
6.0417,-3.3,-17.6,1.6,0.03,0
6.0833,-3.3,-17.6,2.3,0.03,0
6.125,-3.6,-18.3,1.8,0.03,0.3
6.1667,-5.7,-15.2,0.4,0.03,0.2
6.2083,-5.7,-14.7,1.2,0.03,0.4
6.25,-6.2,-12.9,1.4,0.03,0.4
6.2917,-7.1,-13.1,1.2,0.03,0.4
6.3333,-5.9,-13.9,0.4,0.03,0.4
6.375,-4.2,-14.3,0.7,0.47,0.4
6.4167,-1.3,-17.5,1.6,1.04,0.3
6.4583,1.8,-18.2,0.8,1.51,0.3
6.5,2.3,-21,2.4,1.99,0.3
6.5417,3,-19.7,3.7,2.17,0.3
6.5833,3.5,-20,3.8,2.09,0.3
6.625,3.9,-19.7,3.1,1.69,0
6.6667,4.2,-20.2,2.2,1.15,0
6.7083,2.2,-18.5,2.8,0.5,0.5
6.75,0.8,-17,3,0.04,0.5
6.7917,0.1,-15,2.6,0.04,0.5
6.8333,-0.2,-12.5,3.8,0.04,0.5
6.875,-0.3,-11.9,2.9,0.04,0.7
6.9167,-0.8,-11.8,2.9,0.04,0.7
6.9583,-1.2,-11.6,2,0.04,0.7
7,-1.9,-11.4,1.5,0.04,0
7.0417,-2.6,-11.3,0.9,0.04,0
7.0833,-2,-11.5,2.9,0.04,0
7.125,-2.2,-11.4,2.1,0.04,0.2
7.1667,-2.6,-11.8,1.6,0.04,0.1
7.2083,-4.3,-10.9,1,0.04,0.1
7.25,-4.9,-11.6,1.2,0.04,0
7.2917,-5.5,-11.4,0.9,0.04,0
7.3333,-5.8,-10.9,0.4,0.02,0
7.375,-3.5,-10.5,0.3,0.4,0.3
7.4167,-0.9,-10.5,0.5,0.98,0.4
7.4583,1.1,-13.8,2.3,1.42,0.3
7.5,2.5,-14.6,3,1.78,0
7.5417,3.8,-17.1,2.8,2.02,0
7.5833,3.5,-16.2,4.2,1.95,0
7.625,4.1,-16.3,3.6,1.61,0
7.6667,3.8,-16.5,3.7,1.1,0.2
7.7083,2.4,-15.6,2.6,0.45,0.2
7.75,1.6,-14.9,3,0.04,0.2
7.7917,0.9,-14.7,3,0.04,0.2
7.8333,0.4,-14.4,2.6,0.04,0.2
7.875,-0.3,-14.6,2.2,0.04,0.3
7.9167,-0.5,-14.4,2.7,0.04,0.3
7.9583,-1.2,-14.7,1.2,0.04,0.3
8,-0.9,-15.1,3.7,0.04,0.5
8.0417,-1.2,-15,3.9,0.04,0.5
8.0833,-1.7,-15.1,4,0.04,0.5
8.125,-2.4,-15.1,2.8,0.04,0.5
8.1667,-2.9,-14.9,2.1,0.04,0.5
8.2083,-3.3,-13.8,3.3,0.04,0.5
8.25,-4,-13.6,3.1,0.04,0.5
8.2917,-4.5,-13.6,2.7,0.04,0
8.3333,-4.7,-13.5,2.4,0.03,0.4
8.375,-3.9,-13.5,2.7,0.49,0.2
8.4167,-3.2,-15.5,3.5,1.06,0.4
8.4583,-2.8,-16.8,4.1,1.55,0.4
8.5,-1.5,-17.6,4.4,1.96,0.2
8.5417,-0.6,-17.7,4.1,2.2,0.1
8.5833,-0.8,-18.9,5.6,2.12,0.4
8.625,-0.2,-18.3,4.3,1.94,0.5
8.6667,-0.4,-17.6,3.6,1.18,0.2
8.7083,-1.5,-17.6,3.1,0.54,0
8.75,-2.3,-17.9,3.3,0.04,0
8.7917,-3.1,-18.2,3.6,0.04,0
8.8333,-4.2,-20,3.2,0.04,0
8.875,-4.8,-20.9,3,0.04,0
8.9167,-5.2,-21.3,4.1,0.04,0
8.9583,-5.8,-21.4,3.1,0.04,0
9,-6.3,-21,2.7,0.04,0
9.0417,-6.7,-21,1.8,0.04,0
9.0833,-6.8,-21.1,3.1,0.04,0
9.125,-7.4,-20.6,1.4,0.04,0
9.1667,-6.8,-20.4,2.7,0.04,0
9.2083,-7.2,-19.4,2.6,0.04,0
9.25,-7.2,-17.9,2.5,0.04,0
9.2917,-7,-17.2,2.7,0.04,0
9.3333,-7,-17.2,3.2,0.03,0
9.375,-6.3,-19.2,3.2,0.46,0
9.4167,-5.1,-21.6,3.6,1.15,0
9.4583,-3.5,-22.2,4.6,1.73,0
9.5,-2.2,-22.7,4.7,2.13,0
9.5417,-0.7,-20.9,3.6,2.26,0
9.5833,-0.3,-21.1,4.5,2.16,0
9.625,-0.2,-21.7,4.5,1.8,0
9.6667,-0.3,-20.6,3.8,1.23,0
9.7083,-1.4,-20.4,3.1,0.57,0
9.75,-2.2,-20.1,2.6,0.04,0
9.7917,-2.6,-19.9,2.1,0.04,0
9.8333,-3,-19.4,3.4,0.04,0
9.875,-3.6,-19.5,3.5,0.04,0
9.9167,-4.2,-19.2,3.2,0.04,0
9.9583,-4.5,-19.1,3.1,0.04,0
10,-4.7,-18.9,3.2,0.04,0
10.0417,-4.9,-18.7,2.4,0.04,0
10.0833,-5.4,-16.3,2,0.04,0
10.125,-6.9,-16.3,0.9,0.04,0
10.1667,-7.4,-16.3,0.9,0.04,0
10.2083,-8.5,-16.6,0.5,0.04,0
10.25,-8.6,-15.8,0.7,0.04,0
10.2917,-9.5,-16.4,1.5,0.04,0
10.3333,-8.9,-15.6,0.8,0.03,0
10.375,-7.4,-14.9,1.4,0.42,0
10.4167,-5,-14.3,1.2,1.02,0
10.4583,-2.8,-13.6,0.6,1.54,0
10.5,-0.2,-13.1,2.6,1.95,0
10.5417,1.2,-13.3,1.2,2.12,0
10.5833,2.8,-13.1,0.8,2.01,0
10.625,3.6,-12.8,1.7,1.65,0
10.6667,3.6,-12.8,1.7,1.11,0.4
10.7083,2.5,-12.5,1.7,0.37,0.6
10.75,1.3,-12.5,1.2,0.03,0.7
10.7917,1.3,-12.5,1.2,0.03,0.7
10.8333,0.9,-11.5,1,0.03,0.7
10.875,-0.4,-10.6,0.8,0.03,0.7
10.9167,-0.9,-9.7,1.2,0.03,0.7
10.9583,-1,-10.3,0.6,0.03,0.7
11,-1,-9.3,0.2,0.03,0.7
11.0417,-0.8,-9.6,0.8,0.03,0.7
11.0833,-0.7,-9.1,1,0.03,0.7
11.125,-1.1,-9.4,1.3,0.03,0.7
11.1667,-1.8,-8.9,1.5,0.03,0.6
11.2083,-2.4,-8.4,0.5,0.03,0.6
11.25,-3,-8.4,0.1,0.03,0.5
11.2917,-2.9,-8.1,0.5,0.03,0.5
11.3333,-3.9,-8.9,0.5,0.02,0.4
11.375,-1.7,-8,0.6,0.39,0.4
11.4167,0.6,-8.1,1.1,0.94,0
11.4583,1.9,-8.5,2,1.48,0
11.5,4.7,-7.1,1.5,1.86,0
11.5417,7.5,-5.5,1.7,1.96,0
11.5833,8.4,-5.4,2.1,1.87,0
11.625,8.9,-6.1,2.4,1.51,0
11.6667,8.8,-6.6,2.1,1.01,0
11.7083,7.6,-6.1,1.8,0.43,0
11.75,6.1,-4.9,0.9,0.04,0
11.7917,4.8,-4.7,1.3,0.04,0
11.8333,4,-4.7,1.7,0.04,0
11.875,3.6,-4.3,1,0.04,0
11.9167,3.6,-4.6,1.2,0.04,0
11.9583,2.2,-4.3,0.4,0.04,0
12,1.1,-4.7,0,0.04,0
12.0417,-0.1,-5.3,0.9,0.04,0
12.0833,-0.3,-5.4,0.3,0.04,0
12.125,-0.5,-4.7,1.5,0.04,0.7
12.1667,-1.8,-4.9,1.2,0.04,0.6
12.2083,-2.2,-5,0.8,0.04,0.6
12.25,-2.2,-5.1,0.5,0.04,0.7
12.2917,-2.3,-5.2,0.6,0.04,0.7
12.3333,-1.2,-4.5,0.2,0.02,0.6
12.375,-1.6,-5.2,0.6,0.21,0.7
12.4167,-0.1,-4.7,0.2,0.47,0.7
12.4583,0.9,-4.1,0.5,0.64,0.9
12.5,2.2,-4.1,0.5,0.81,0.9
12.5417,2.7,-4,0.8,0.83,1
12.5833,2.9,-4.5,0.5,0.61,1
12.625,3.1,-5.8,1.3,0.31,1
12.6667,3,-6.1,0.9,0.21,1
12.7083,3.2,-5.4,1.1,0.08,1
12.75,2.6,-4.8,0.2,0,1
12.7917,2.4,-4.5,0.7,0,1
12.8333,2.5,-4.9,0,0,1
12.875,2.4,-4.5,0.1,0,1
12.9167,2.4,-3.9,0.9,0,1
12.9583,2.5,-4.4,1.2,0,1
13,2.2,-4.1,1,0,1
13.0417,2.1,-4.2,0.9,0,1
13.0833,1.6,-4.2,0.7,0,1
13.125,0.7,-3.4,1.3,0,0.2
13.1667,-0.2,-3.5,0.7,0,0
13.2083,-1.2,-3.7,0.4,0,0
13.25,-1,-3.5,1,0,0
13.2917,-0.5,-3.7,2.1,0,0
13.3333,0,-4,1.7,0.02,0
13.375,1.2,-3.8,2.2,0.35,0
13.4167,2.9,-4.7,3.1,0.94,0
13.4583,5.1,-8.4,2.9,1.44,0
13.5,6.6,-12.5,4.6,1.71,0
13.5417,7,-11.7,5.1,1.86,0
13.5833,6.8,-11.9,6.1,1.76,0
13.625,6.1,-9,4.8,1.44,0
13.6667,5.6,-6.9,4.7,0.89,0
13.7083,4.8,-7,3.1,0.36,0
13.75,3.9,-7.2,3,0.04,0
13.7917,3,-7.8,1.5,0.04,0
13.8333,2.9,-8.7,2.4,0.04,0
13.875,2.1,-8,1,0.04,0
13.9167,1.2,-7.5,1.3,0.04,0
13.9583,0.8,-6.7,1.3,0.04,0
14,0.6,-7.4,2.2,0.04,0
14.0417,0,-7.2,1.7,0.04,0
14.0833,-0.3,-7.1,1.5,0.04,0
14.125,-1.8,-6.7,0.9,0.04,0
14.1667,-2,-7.3,1.1,0.04,0
14.2083,-2.6,-6.6,1.7,0.04,0
14.25,-3.3,-6.9,1.5,0.04,0
14.2917,-3.5,-6.6,0.7,0.04,0
14.3333,-3.6,-6.7,1.1,0.02,0
14.375,-2.9,-6.3,1.1,0.31,0
14.4167,-1.6,-6.7,1.1,0.83,0.3
14.4583,1.1,-6.9,0.4,1.34,0.5
14.5,2.5,-6.3,1.3,1.46,0.5
14.5417,3.8,-5.6,1.2,1.56,0.5
14.5833,5.4,-6.5,0.8,1.68,0.5
14.625,6.6,-7.4,0.8,1.46,0.5
14.6667,6.6,-7.8,0.5,0.91,0.5
14.7083,5.7,-7.5,0.1,0.28,0.5
14.75,4.8,-6.7,0.3,0.04,0.5
14.7917,3,-5.9,1,0.04,0.5
14.8333,1.5,-5.8,0.6,0.04,0.5
14.875,1.4,-6.2,0.2,0.04,0.3
14.9167,0.6,-6.2,0.2,0.04,0.3
14.9583,0.8,-5.8,0.2,0.04,0.3
15,0.1,-5.7,0.9,0.04,0.7
15.0417,-0.4,-5.2,0.1,0.04,0.7
15.0833,-1.3,-5.5,0.8,0.04,0.7
15.125,-0.7,-5.3,0.6,0.04,0.3
15.1667,-1.3,-4.8,1.7,0.04,0
15.2083,-0.7,-6.6,1.2,0.04,0
15.25,-0.6,-9,1.1,0.04,0
15.2917,-0.9,-9.2,1.5,0.04,0
15.3333,-2.1,-8,1.2,0.02,0.4
15.375,-0.6,-7.4,0.3,0.29,0.4
15.4167,1.8,-6.7,0.4,0.72,0.3
15.4583,3.4,-8.6,1.5,1.33,0.3
15.5,5,-6.8,1.9,1.74,0.2
15.5417,6.3,-6.3,2.6,2.03,0.4
15.5833,6.1,-5.8,3.6,1.48,0.5
15.625,4.4,-4.3,2.5,0.78,0.5
15.6667,5.2,-4.1,2.6,0.93,0.3
15.7083,4.3,-3.7,2.4,0.36,0.4
15.75,2.6,-2.1,1.3,0.04,0.3
15.7917,2.5,-2.8,2.2,0.04,0.3
15.8333,2.4,-4.1,2.1,0.04,0.3
15.875,2.4,-4.8,2.6,0.04,0.6
15.9167,1.8,-5.3,2.7,0.04,0.6
15.9583,0.9,-6,2.3,0.04,0.6
16,0.4,-7.1,3.8,0.04,0.6
16.0417,-0.4,-8.5,3.5,0.04,0.6
16.0833,-0.4,-8.8,2.2,0.04,0.6
16.125,-0.5,-9.1,1.9,0.04,0.6
16.1667,-0.7,-9.6,3.5,0.04,0.6
16.2083,-0.9,-9.7,3.6,0.04,0.6
16.25,-1.2,-9.5,3.6,0.04,0.6
16.2917,-1.8,-10.1,2.8,0.04,0.6
16.3333,-2.2,-10.2,2.9,0.02,0.6
16.375,-2.2,-10.9,3.4,0.36,0.3
16.4167,-1.3,-10.9,2.7,0.81,0
16.4583,-1.1,-10.7,2.8,1.13,0
16.5,0.9,-10.2,2.6,1.76,0
16.5417,2,-10.5,2.8,1.92,0.2
16.5833,2.8,-10.1,3.2,1.86,0.4
16.625,2.3,-10.5,3.1,1.32,0.4
16.6667,1.8,-10.7,3.8,0.92,0.4
16.7083,0.9,-10.8,3.4,0.49,0.2
16.75,-0.2,-11,3,0.05,0.4
16.7917,-1.1,-10.7,2.6,0.05,0.4
16.8333,-1.8,-11.1,3.1,0.05,0.4
16.875,-2.4,-11.1,3.4,0.05,0.2
16.9167,-2.9,-11.1,1.3,0.05,0.2
16.9583,-3.2,-10.9,1.6,0.05,0.2
17,-3.5,-11,1.4,0.05,0
17.0417,-3.8,-10.8,1.7,0.05,0
17.0833,-3.9,-11.1,2,0.05,0
17.125,-4.1,-11.3,3.2,0.05,0
17.1667,-4.4,-11.2,2.8,0.05,0
17.2083,-4.7,-11.2,2.5,0.05,0
17.25,-5,-11.7,0.6,0.05,0
17.2917,-4.9,-12.1,1.9,0.05,0
17.3333,-5.2,-11.7,1.1,0.03,0
17.375,-3.4,-11.3,1.1,0.41,0
17.4167,-2.3,-12.6,1.9,1.05,0
17.4583,-0.6,-15.6,2.8,1.67,0
17.5,1.5,-16.4,2.7,2.07,0
17.5417,2.8,-19.2,4.7,2.27,0
17.5833,3.9,-20.4,3.4,2.2,0
17.625,4.8,-20.5,3.3,1.86,0
17.6667,4.6,-20.6,2.7,1.32,0
17.7083,3.6,-19.9,1.7,0.63,0
17.75,2.2,-19.1,1.9,0.08,0
17.7917,1.4,-18,2.3,0.08,0
17.8333,0.6,-16.7,1.8,0.08,0
17.875,0.3,-16.5,2,0.08,0
17.9167,-0.2,-14.9,2.1,0.08,0
17.9583,-1.2,-11,1,0.08,0
18,-1.2,-9.8,1.6,0.08,0
18.0417,-1.4,-9,1.5,0.08,0
18.0833,-1.5,-9.1,2.2,0.08,0
18.125,-2.1,-8.8,1.1,0.08,0
18.1667,-2.3,-8.8,1,0.08,0
18.2083,-2.5,-8.5,1.4,0.08,0
18.25,-2.5,-8.7,2,0.08,0
18.2917,-2.9,-8.5,0.8,0.08,0.4
18.3333,-3,-8.4,0.4,0.02,0.7
18.375,-2.6,-8.2,0.2,0.21,0.8
18.4167,-0.8,-7.8,0.6,0.69,0.7
18.4583,1.5,-8.3,1.5,1.22,0
18.5,3.6,-8.4,2.9,1.9,0
18.5417,5.1,-7.7,1.6,2.05,0
18.5833,6.1,-8.2,2.5,1.93,0
18.625,6.4,-8.7,1.8,1.62,0
18.6667,7.2,-8,2.2,1.1,0
18.7083,6.2,-8.1,2,0.48,0
18.75,5,-6.8,1.7,0.05,0
18.7917,4,-6.5,1.5,0.05,0
18.8333,3.3,-6.4,1.5,0.05,0
18.875,2.9,-6,1.2,0.05,0
18.9167,2.5,-5.4,0.5,0.05,0
18.9583,1,-4.8,0.5,0.05,0
19,0.1,-5.3,1.1,0.05,0
19.0417,-0.8,-5.2,0.3,0.05,0
19.0833,0.1,-4.3,1.1,0.05,0
19.125,-1.3,-4.9,0.7,0.05,0
19.1667,-1.7,-5.3,0.8,0.05,0.3
19.2083,-2.2,-5.5,1.9,0.05,0.3
19.25,-2.3,-5.6,0.6,0.05,0.5
19.2917,-2.1,-5.4,1.4,0.05,0.7
19.3333,-2.4,-5.5,0.6,0.02,0.7
19.375,-1,-4.8,0.5,0.3,0.7
19.4167,-0.2,-5,0.9,0.73,0.7
19.4583,1.2,-4.4,1.3,1.03,0.7
19.5,3,-4.7,0.4,1.11,0.7
19.5417,5.1,-5.3,0.7,1.33,0.7
19.5833,6.9,-4.5,0.3,1.46,0.7
19.625,7,-3.5,3.6,1.12,0.7
19.6667,7.4,-3.4,1.5,0.79,0.7
19.7083,7.5,-3.1,1.6,0.48,0.7
19.75,6.6,-2.3,0.8,0.05,0.8
19.7917,5,-2.8,0.6,0.05,0.8
19.8333,4.8,-2,0.6,0.05,0.8
19.875,5,-1.6,0.6,0.05,1
19.9167,4.4,-1.8,1.2,0.05,1
19.9583,4.4,-1.8,1.3,0.05,1
20,4.3,-1.7,0.1,0.05,1
20.0417,4.1,-1.6,1.6,0.05,1
20.0833,3.6,-1.1,1.6,0.05,1
20.125,3.2,-0.4,1,0.05,1
20.1667,3,0.5,0.3,0.05,1
20.2083,2.8,0.5,0.2,0.05,1
20.25,3,0.5,0.5,0.05,1
20.2917,3.1,0.9,0.2,0.05,1
20.3333,3.3,1.9,0.8,0,1
20.375,3.4,1.9,0.2,0.04,1
20.4167,3.8,2.4,0.2,0.09,1
20.4583,4.6,3.7,0.6,0.2,1
20.5,4.9,3.7,0.9,0.18,1
20.5417,5.3,4,0.6,0.29,1
20.5833,5.5,4.6,0.6,0.24,1
20.625,5.7,4.8,1.1,0.19,1
20.6667,5.7,4.4,1.2,0.13,1
20.7083,5.8,4.5,0.4,0.07,1
20.75,5.8,4.9,0.4,0.02,1
20.7917,5.8,4.9,0.6,0.02,1
20.8333,5.2,4.1,1.3,0.02,1
20.875,4.8,3.9,0.8,0.02,1
20.9167,4.5,3.6,0.9,0.02,1
20.9583,4.2,3.3,1.7,0.02,1
21,4.1,3.2,1.1,0.02,1
21.0417,3.7,2.8,2.1,0.02,1
21.0833,3.6,2.7,0.8,0.02,1
21.125,3.6,2.7,1.9,0.02,1
21.1667,3.7,2.8,0.5,0.02,1
21.2083,3.8,2.9,1.2,0.02,1
21.25,3.7,2.5,0.9,0.02,1
21.2917,3.7,2.5,1.1,0.02,1
21.3333,4.1,3.2,2.6,0,1
21.375,4.3,2.9,1.2,0.06,1
21.4167,4.6,3.5,1.4,0.22,1
21.4583,5.4,4.1,1.2,0.48,1
21.5,6,4.1,0.7,0.69,1
21.5417,6.7,4.5,0.8,0.84,1
21.5833,6.5,4.1,1.5,0.47,1
21.625,6.7,3.6,0.2,0.28,1
21.6667,6.5,3.4,1.8,0.16,1
21.7083,6.4,1.3,3.2,0.11,0.9
21.75,5.7,0.8,2.7,0.03,0.9
21.7917,5.3,0.2,2.4,0.03,0.9
21.8333,5.3,-0.1,3.2,0.03,0.9
21.875,5.1,0.2,2.4,0.03,0.9
21.9167,5,0.3,2.4,0.03,0.9
21.9583,4.9,0.6,1.8,0.03,0.9
22,4.7,0.6,1.2,0.03,1
22.0417,4.5,0.8,1.6,0.03,1
22.0833,4.2,1.3,1.7,0.03,1
22.125,4.2,1.5,2.1,0.03,1
22.1667,3.9,1.6,1.9,0.03,1
22.2083,3.9,1.1,1.6,0.03,1
22.25,4,0.5,1.8,0.03,1
22.2917,3.5,0.8,0.4,0.03,1
22.3333,4,0.3,1.2,0,1
22.375,3.7,1,0.9,0.12,1
22.4167,3.5,0.8,0.6,0.21,1
22.4583,3.6,1.6,1.1,0.32,1
22.5,3.7,1.8,1,0.46,1
22.5417,4.1,1.9,0.7,0.43,1
22.5833,4.9,2.4,1,0.85,1
22.625,4.7,2,0.5,0.35,1
22.6667,4.6,2.2,1,0.12,1
22.7083,4.4,2.4,1.1,0.08,1
22.75,4.2,2.3,1.2,0.01,1
22.7917,4.1,2.4,1.1,0.01,1
22.8333,4.2,2.2,1.2,0.01,1
22.875,4.1,2.1,1.6,0.01,1
22.9167,3.7,2,1.1,0.01,1
22.9583,3.6,2.1,1.2,0.01,1
23,2.9,1.5,1.4,0.01,0.8
23.0417,2.6,1.2,2.4,0.01,0.8
23.0833,1.4,0.3,1.9,0.01,1
23.125,1.1,0,1.9,0.01,0
23.1667,0.3,-0.7,1.4,0.01,0
23.2083,0.3,-1,1.5,0.01,0
23.25,0.1,-1,1.6,0.01,0
23.2917,0,-1.2,1.3,0.01,0
23.3333,-0.2,-1.3,1.1,0.03,0.1
23.375,-0.3,-1.4,2.1,0.27,0.3
23.4167,0.9,-0.7,1.9,0.9,0
23.4583,3.7,-0.7,1.5,1.4,0
23.5,4.2,-3.1,1.2,1.58,0
23.5417,6.2,-2.6,2.7,1.89,0
23.5833,6.2,-2.4,2.5,1.13,0.6
23.625,6.6,-1.8,3,1.08,0.6
23.6667,6.2,-1.7,4.5,0.42,0.6
23.7083,5.7,-3.4,4.4,0.26,0.5
23.75,5,-4.5,4.5,0.05,0.4
23.7917,4.1,-3.9,3.1,0.05,0.4
23.8333,3.6,-5.6,2.9,0.05,0.4
23.875,2.1,-10.7,4.4,0.05,0.3
23.9167,0.9,-12.5,4.8,0.05,0.3
23.9583,-0.1,-14.1,4.1,0.05,0.3
24,-1,-16.4,4,0.05,0.2
